source_id,original_uid,name,type,purpose,lat,lon,capacity,opening_hours,has_realtime_data,static_data_updated_at
6,100014-parking,Parkplatz Bahnhof Bad Oldesloe zwischen den Gleisen,OFF_STREET_PARKING_GROUND,CAR,53.8059620,10.3828250,28,24/7,False,2025-12-10T01:02:02Z
28,127232802,Abstellanlage,OTHER,BIKE,48.6397911,9.6002587,11,,False,2025-12-10T01:02:49Z
38,INFRA-de:08118:7400-FAHRRADANLAGE-3,Parkplatz,WALL_LOOPS,BIKE,48.9070986,9.1476108,15,,False,2025-12-10T01:03:36Z
38,INFRA-de:08121:26-FAHRRADANLAGE-8,Parkplatz,STANDS,BIKE,49.1424508,9.2065614,42,,False,2025-12-10T01:03:36Z
38,INFRA-de:08226:35055-FAHRRADANLAGE-2,Parkplatz,STANDS,BIKE,49.4066976,8.5547541,14,,False,2025-12-10T01:03:37Z
38,INFRA-de:08226:3545-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,49.2718665,8.8385534,39,,False,2025-12-10T01:03:37Z
39,INFRA-de:08118:5639-PARKPLATZ-4,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.9609959,9.0632881,28,,False,2025-12-10T01:00:54Z
38,INFRA-de:08226:3550-FAHRRADANLAGE-8,Parkplatz,WALL_LOOPS,BIKE,49.2502644,8.8757658,9,,False,2025-12-10T01:03:37Z
39,INFRA-de:08125:2002-PARKPLATZ-3,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.2295582,9.1671978,2,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:2002-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.2294180,9.1678422,55,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:2004-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1487960,9.3427024,30,,False,2025-12-10T01:00:54Z
39,INFRA-de:08211:1847-PARKPLATZ-19,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.7897060,8.1911080,309,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:1551-PARKPLATZ-11,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.0373075,8.6946594,4,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:1853-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.0591609,8.5209617,37,,False,2025-12-10T01:00:54Z
39,INFRA-de:08235:10101-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.5482490,8.7141510,200,,False,2025-12-10T01:00:54Z
21,801,"Parking du Griffon, rue du Griffon",STANDS,BIKE,48.7417236,7.3590409,9,,False,2025-12-10T01:01:52Z
21,809,"Poste, rue de la Poste",STANDS,BIKE,48.7442390,7.3621633,6,,False,2025-12-10T01:01:52Z
60,851837435-6.846707217002972-26.396707217002977,Keplerstraße,ON_STREET,CAR,49.4194086,8.6849749,3,,False,2025-12-10T01:02:59Z
9,1261,Oberaichen Wilhelm-Haas-Str. Süd,OFF_STREET_PARKING_GROUND,CAR,48.7046343,9.1283326,51,24/7,False,2025-11-19T10:09:31Z
70,227,Bahnhofstraße,ON_STREET,CAR,49.4720878,8.6030875,1,,False,2025-11-19T10:10:48Z
26,4623,"Düsseldorf, Deutsch Japanisches Center",UNDERGROUND,CAR,51.2222880,6.7893130,580,24/7,False,2025-12-01T09:33:53Z
73,6,Wirthstraße,LOCKERS,BIKE,48.0272954,7.8119745,3,24/7,False,2025-12-10T01:02:46Z
28,130744034,Abstellanlage,STANDS,BIKE,47.7613376,8.8369128,10,,False,2025-12-10T01:02:49Z
28,130744035,Abstellanlage,STANDS,BIKE,47.7608384,8.8378028,6,,False,2025-12-10T01:02:49Z
38,INFRA-de:08118:7400-FAHRRADANLAGE-4,Parkplatz,LOCKERS,BIKE,48.9071312,9.1476215,10,,False,2025-12-10T01:03:36Z
38,INFRA-de:08226:3550-FAHRRADANLAGE-3,Parkplatz,WALL_LOOPS,BIKE,49.2501816,8.8745187,9,,False,2025-12-10T01:03:37Z
38,INFRA-de:08226:3550-FAHRRADANLAGE-4,Parkplatz,LOCKERS,BIKE,49.2499958,8.8769184,8,,False,2025-12-10T01:03:37Z
38,INFRA-de:08226:3806-FAHRRADANLAGE-5,Parkplatz,WALL_LOOPS,BIKE,49.2430875,8.6524632,27,,False,2025-12-10T01:03:37Z
39,INFRA-de:08118:5723-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.0389419,9.1508341,100,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:2032-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1377420,9.3782432,19,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:4344-PARKPLATZ-5,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1476476,9.2889349,16,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:620-PARKPLATZ-4,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1895114,9.2192399,77,,False,2025-12-10T01:00:54Z
39,INFRA-de:08128:13015-PARKPLATZ-9,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.6240490,9.6579456,26,,False,2025-12-10T01:00:54Z
38,INFRA-de:08226:4081-FAHRRADANLAGE-2,Parkplatz,WALL_LOOPS,BIKE,49.5291005,8.6503752,22,,False,2025-12-10T01:03:37Z
38,INFRA-de:08226:4252-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,49.2916215,8.6646173,110,,False,2025-12-10T01:03:37Z
38,INFRA-de:08226:4252-FAHRRADANLAGE-5,Parkplatz,BUILDING,BIKE,49.2913817,8.6640100,55,,False,2025-12-10T01:03:37Z
26,5057,"Köln, Am Gürzenich",UNDERGROUND,CAR,50.9372420,6.9576920,315,Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-24:00; Sa 00:00-24:00; Su 00:00-22:00,False,2025-12-08T11:20:25Z
7,257,Parkgarage Kernerplatz 9+10,UNDERGROUND,CAR,48.7846477,9.1892672,141,,False,2025-12-10T01:00:32Z
50,2-2-2-179073-None,P+R Rimbach-Zotzenbach Bf P1,OFF_STREET_PARKING_GROUND,CAR,49.6097200,8.7535300,28,24/7,True,2025-12-10T01:02:47Z
39,INFRA-de:08118:7000-PARKPLATZ-3,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.8240704,9.0656361,6,,False,2025-12-10T01:00:54Z
28,130744048,Abstellanlage,STANDS,BIKE,47.7606941,8.8396923,5,,False,2025-12-10T01:02:49Z
60,-854920649-127.2-134.95,Henkel-Teroson-Straße,ON_STREET,CAR,49.4065001,8.6521357,3,,False,2025-12-10T01:02:59Z
38,INFRA-de:08119:1601-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.9031022,9.4148068,24,,False,2025-12-10T01:03:36Z
38,INFRA-de:08128:13234-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,49.4730050,9.8735293,8,,False,2025-12-10T01:03:36Z
38,INFRA-de:08235:7380-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.6578500,8.5982467,6,,False,2025-12-10T01:03:37Z
38,INFRA-de:08235:8961-FAHRRADANLAGE-4,Parkplatz,STANDS,BIKE,48.7485830,8.5504173,8,,False,2025-12-10T01:03:37Z
38,INFRA-de:08416:10192-FAHRRADANLAGE-1,Parkplatz,STANDS,BIKE,48.5236963,9.0513887,34,,False,2025-12-10T01:03:37Z
38,INFRA-de:08435:32007-FAHRRADANLAGE-2,Parkplatz,WALL_LOOPS,BIKE,47.6830376,9.5480321,10,,False,2025-12-10T01:03:37Z
39,INFRA-de:08125:7403-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1450564,9.1155531,3,,False,2025-12-10T01:00:54Z
39,INFRA-de:08126:19603-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1996908,9.4830500,146,,False,2025-12-10T01:00:54Z
39,INFRA-de:08128:12910-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.4038367,9.9150653,10,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:2008-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.0061384,8.5302042,8,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:31008-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1795572,8.7443571,30,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:32093-PARKPLATZ-9,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1081844,8.8525827,12,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:32504-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.2611570,8.4824050,32,,False,2025-12-10T01:00:54Z
39,INFRA-de:08226:3547-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.2159062,8.9212830,19,,False,2025-12-10T01:00:54Z
39,INFRA-de:08415:21513-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.5022332,9.3768664,50,,False,2025-12-10T01:00:54Z
9,2103,Freiberg (N) Bahnhofstr. Ost,ON_STREET,CAR,48.9307316,9.1994615,46,24/7,False,2025-11-19T10:09:31Z
12,61,Schlossplatz,CAR_PARK,CAR,49.0109649,8.4040828,912,,True,2023-12-31T00:00:00Z
2,14,P8 Unterlinden,CAR_PARK,CAR,47.9978678,7.8488676,208,,True,2025-12-10T01:03:59Z
64,79151538,Bülow Carre,UNDERGROUND,CAR,48.7812200,9.1788600,108,24/7,True,2025-06-18T09:43:51Z
6,100015-parking,Parkplatz Bahnhof Bad Oldesloe in Zufahrt,OFF_STREET_PARKING_GROUND,CAR,53.8066510,10.3834520,14,24/7,False,2025-12-10T01:02:02Z
61,15,15,ON_STREET,MOTORCYCLE,48.7395615,9.3087725,6,,False,2023-01-16T12:00:00Z
38,INFRA-de:08135:1579-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.5591180,10.2850603,60,,False,2025-12-10T01:03:36Z
38,INFRA-de:08212:90-FAHRRADANLAGE-6,Parkplatz,STANDS,BIKE,48.9940199,8.3992285,32,,False,2025-12-10T01:03:36Z
38,INFRA-de:08235:9070-FAHRRADANLAGE-2,Parkplatz,WALL_LOOPS,BIKE,48.4826592,8.7242817,2,,False,2025-12-10T01:03:37Z
38,INFRA-de:08235:9558-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.8026777,8.4390374,34,,False,2025-12-10T01:03:37Z
38,INFRA-de:08236:2590-FAHRRADANLAGE-4,Parkplatz,STANDS,BIKE,48.9564080,8.9198920,8,,False,2025-12-10T01:03:37Z
38,INFRA-de:08236:2590-FAHRRADANLAGE-5,Parkplatz,STANDS,BIKE,48.9563882,8.9198658,8,,False,2025-12-10T01:03:37Z
38,INFRA-de:08236:2790-FAHRRADANLAGE-4,Parkplatz,WALL_LOOPS,BIKE,48.9662217,8.8138550,14,,False,2025-12-10T01:03:37Z
38,INFRA-de:08236:3090-FAHRRADANLAGE-4,Parkplatz,WALL_LOOPS,BIKE,48.9526928,8.8448185,52,,False,2025-12-10T01:03:37Z
38,INFRA-de:08236:3090-FAHRRADANLAGE-5,Parkplatz,WALL_LOOPS,BIKE,48.9527405,8.8450809,104,,False,2025-12-10T01:03:37Z
38,INFRA-de:08236:3090-FAHRRADANLAGE-6,Parkplatz,STANDS,BIKE,48.9527839,8.8464808,6,,False,2025-12-10T01:03:37Z
39,INFRA-de:08125:4665-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.0582711,9.2806585,17,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:912-PARKPLATZ-4,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.3206407,9.3585350,28,,False,2025-12-10T01:00:54Z
39,INFRA-de:08127:20013-PARKPLATZ-3,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1084218,9.7338313,5,,False,2025-12-10T01:00:54Z
39,INFRA-de:08127:20015-PARKPLATZ-3,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.0974158,9.7684928,65,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:32509-PARKPLATZ-2,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.2479527,8.5084201,20,,False,2025-12-10T01:00:54Z
38,INFRA-de:08237:1431-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.5988553,8.3836876,14,,False,2025-12-10T01:03:37Z
7,263,Parkplatz Nord,OFF_STREET_PARKING_GROUND,CAR,47.6912390,9.1825220,350,,True,2025-12-10T01:01:05Z
9,7002,Hornbach (Aldingen),OFF_STREET_PARKING_GROUND,CAR,48.8565678,9.2496677,271,24/7,False,2025-11-19T10:09:31Z
9,7003,Geroksruhe,OFF_STREET_PARKING_GROUND,CAR,48.7659843,9.2007449,51,,False,2025-11-19T10:09:31Z
9,7004,Heumaden,CAR_PARK,CAR,48.7384405,9.2339413,32,,False,2025-11-19T10:09:31Z
9,7005,Ruhbank,OFF_STREET_PARKING_GROUND,CAR,48.7529216,9.1927778,116,,False,2025-11-19T10:09:31Z
6,100016-parking,Bahnhof Bamberg Vorplatz,OFF_STREET_PARKING_GROUND,CAR,49.9001870,10.8991930,34,24/7,False,2025-12-10T01:02:02Z
38,INFRA-de:08119:1701-FAHRRADANLAGE-4,Parkplatz,STANDS,BIKE,48.8119888,9.3520811,22,,False,2025-12-10T01:03:36Z
38,INFRA-de:08119:1701-FAHRRADANLAGE-1,Parkplatz,STANDS,BIKE,48.8117577,9.3516757,28,,False,2025-12-10T01:03:36Z
62,135,Poststraße,ON_STREET,CAR,48.8960868,8.5993726,3,24/7,False,2023-08-30T12:00:00Z
62,137,Poststraße,ON_STREET,CAR,48.8962240,8.5988468,3,24/7,False,2023-08-30T12:00:00Z
38,INFRA-de:08237:1502-FAHRRADANLAGE-2,Parkplatz,STANDS,BIKE,48.5937539,8.3806671,10,,False,2025-12-10T01:03:37Z
38,INFRA-de:08237:32983-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.4675603,8.4209180,20,,False,2025-12-10T01:03:37Z
38,INFRA-de:08237:3801-FAHRRADANLAGE-2,Parkplatz,WALL_LOOPS,BIKE,48.3437878,8.3984547,20,,False,2025-12-10T01:03:37Z
45,799,Tafellädle Deutsches Rotes Kreuz,WALL_LOOPS,BIKE,48.5986580,8.8672250,5,,False,2023-08-23T00:00:00Z
39,INFRA-de:08118:7400-PARKPLATZ-2,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.9067089,9.1472146,12,,False,2025-12-10T01:00:54Z
38,INFRA-de:08326:6627-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.0408245,8.5055051,14,,False,2025-12-10T01:03:37Z
39,INFRA-de:08125:5404-PARKPLATZ-4,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1356714,8.9131282,18,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:620-PARKPLATZ-6,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1886206,9.2201671,4,,False,2025-12-10T01:00:54Z
39,INFRA-de:08125:668-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1880008,8.9343693,19,,False,2025-12-10T01:00:54Z
39,INFRA-de:08127:20013-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1084052,9.7334325,16,,False,2025-12-10T01:00:54Z
39,INFRA-de:08127:21001-PARKPLATZ-5,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1384278,10.0671796,94,,False,2025-12-10T01:00:54Z
39,INFRA-de:08128:13805-PARKPLATZ-4,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.5666626,9.7077224,6,,False,2025-12-10T01:00:54Z
39,INFRA-de:08136:5817-PARKPLATZ-2,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.8815203,10.1841188,10,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:32591-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1778059,8.4943818,35,,False,2025-12-10T01:00:54Z
10,5,Parkhaus der Sparkasse,CAR_PARK,CAR,48.8935910,8.6991462,349,24/7,False,2025-11-19T10:09:35Z
61,16,16,ON_STREET,CAR,48.7415207,9.3081083,1,,False,2024-12-09T12:00:00Z
26,1483,"Hamburg, Facharztklinik",UNDERGROUND,CAR,53.5904480,9.9733650,206,24/7,False,2025-10-14T11:50:17Z
26,23234,"Dessau, Rathaus-Center",CAR_PARK,CAR,51.8336900,12.2462800,830,Mo-Fr 07:00-21:00; Sa 07:00-20:30,False,2025-09-18T10:14:26Z
70,234,Bahnhofstraße,ON_STREET,CAR,49.4718618,8.6040129,1,,False,2025-11-19T10:10:48Z
70,237,Bahnhofstraße,ON_STREET,CAR,49.4716069,8.6048846,1,,False,2025-11-19T10:10:48Z
70,244,Bahnhofstraße,ON_STREET,CAR,49.4715209,8.6050121,1,,False,2025-11-19T10:10:48Z
6,100017-parking,Parkplatz Bahnhof Bamberg links,OFF_STREET_PARKING_GROUND,CAR,49.9009740,10.8981950,80,24/7,False,2025-12-10T01:02:02Z
28,91616872,Abstellanlage,WALL_LOOPS,BIKE,48.8831442,8.7341011,13,,False,2025-12-10T01:02:49Z
39,INFRA-de:08118:7503-PARKPLATZ-8,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.9432352,9.2651436,16,,False,2025-12-10T01:00:54Z
39,INFRA-de:08216:32124-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.7602240,8.3403000,30,,False,2025-12-10T01:00:54Z
38,INFRA-de:08215:1152-FAHRRADANLAGE-2,Parkplatz,WALL_LOOPS,BIKE,49.1196852,8.4091662,4,,False,2025-12-10T01:03:36Z
39,INFRA-de:08237:1050-PARKPLATZ-2,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.4604327,8.4277484,22,,False,2025-12-10T01:00:54Z
26,1635,"Winsen (Luhe), Am Bahnhof",CAR_PARK,CAR,53.3541000,10.2083000,534,24/7,False,2022-07-18T09:16:04Z
38,INFRA-de:08215:1231-FAHRRADANLAGE-2,Parkplatz,STANDS,BIKE,48.9388250,8.4088827,12,,False,2025-12-10T01:03:36Z
38,INFRA-de:08215:1235-FAHRRADANLAGE-1,Parkplatz,WALL_LOOPS,BIKE,48.9368777,8.4159478,28,,False,2025-12-10T01:03:36Z
38,INFRA-de:08327:1216-FAHRRADANLAGE-1,Parkplatz,STANDS,BIKE,47.9128475,8.6783451,48,,False,2025-12-10T01:03:37Z
38,INFRA-de:08336:6605-FAHRRADANLAGE-4,Parkplatz,TWO_TIER,BIKE,47.5460760,7.6911003,12,,False,2025-12-10T01:03:37Z
45,801,Bahnhof Herrenberg ( B??cker / Post Seite ),WALL_LOOPS,BIKE,48.5934474,8.8625205,160,,False,2023-10-11T00:00:00Z
61,17,17,ON_STREET,CAR,48.7415324,9.3082006,1,,False,2024-12-09T12:00:00Z
6,100018-parking,Bayreuth Hbf Vorfahrt,OFF_STREET_PARKING_GROUND,CAR,49.9496900,11.5793220,15,24/7,False,2025-12-10T01:02:02Z
11,20,Eberhardstraße,OFF_STREET_PARKING_GROUND,CAR,48.4916643,9.2060168,150,,False,2025-11-19T10:09:36Z
28,153896707,Abstellanlage,OTHER,BIKE,47.8194938,9.6344586,40,,False,2025-12-10T01:02:49Z
70,250,Bahnhofstraße,ON_STREET,CAR,49.4713772,8.6055004,1,,False,2025-11-19T10:10:48Z
70,298,Färbergasse,ON_STREET,CAR,49.4730103,8.6093793,1,,False,2025-11-19T10:10:48Z
38,INFRA-de:08119:4952-FAHRRADANLAGE-3,Parkplatz,LOCKERS,BIKE,48.9997273,9.5002204,8,,False,2025-12-10T01:03:36Z
38,INFRA-de:08215:1551-FAHRRADANLAGE-10,Parkplatz,WALL_LOOPS,BIKE,49.0372190,8.6922330,79,,False,2025-12-10T01:03:37Z
26,5858,"Frankfurt, Hotel Intercontinental",UNDERGROUND,CAR,50.1049470,8.6693780,140,24/7,False,2025-12-01T15:01:24Z
38,INFRA-de:08215:1551-FAHRRADANLAGE-18,Parkplatz,WALL_LOOPS,BIKE,49.0370010,8.6935540,79,,False,2025-12-10T01:03:37Z
26,7293,"Füssen, Parkgarage City Sparkassenhaus",UNDERGROUND,CAR,47.5699880,10.7026240,515,24/7,False,2025-11-26T09:40:18Z
39,INFRA-de:08118:7503-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.9433559,9.2653876,52,,False,2025-12-10T01:00:54Z
39,INFRA-de:08211:1847-PARKPLATZ-15,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.7895350,8.1909290,309,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:1155-PARKPLATZ-3,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,49.1294210,8.4157590,51,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:1303-PARKPLATZ-2,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.8641515,8.4478705,17,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:1304-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.8357048,8.4410095,12,,False,2025-12-10T01:00:54Z
39,INFRA-de:08215:1406-PARKPLATZ-1,Parkplatz,OFF_STREET_PARKING_GROUND,CAR,48.8974427,8.4745103,15,,False,2025-12-10T01:00:54Z
