service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"Special#2001","0","0","0","0","0","0","0","20251121","20251123"
"Special#2002","0","0","0","0","0","0","0","20251117","20251130"
"Special#2003","0","0","0","0","0","0","0","20251122","20251130"
"Special#2004","0","0","0","0","0","0","0","20251121","20251205"
"Special#2005","0","0","0","0","0","0","0","20251124","20251205"
"Special#2006","0","0","0","0","0","0","0","20251117","20251205"
"Special#2007","0","0","0","0","0","0","0","20251121","20251205"
"Special#2008","0","0","0","0","0","0","0","20251017","20251019"
"Special#2009","0","0","0","0","0","0","0","20251017","20251018"
"Special#2010","0","0","0","0","0","0","0","20251122","20251130"
"Special#2011","0","0","0","0","0","0","0","20251123","20251130"
"Special#2012","0","0","0","0","0","0","0","20251118","20251119"
"Special#2013","0","0","0","0","0","0","0","20251117","20251117"
"Special#2014","0","0","0","0","0","0","0","20251121","20251130"
"Special#2015","0","0","0","0","0","0","0","20251121","20251129"
"Special#2016","0","0","0","0","0","0","0","20251123","20251130"
"Special#2017","0","0","0","0","0","0","0","20251116","20251117"
"Special#2018","0","0","0","0","0","0","0","20251113","20251114"
"Special#2019","0","0","0","0","0","0","0","20251112","20251114"
"Special#2020","0","0","0","0","0","0","0","20251118","20251118"
"Special#2021","0","0","0","0","0","0","0","20250925","20251120"
"Special#2022","0","0","0","0","0","0","0","20250925","20260115"
"Special#2023","0","0","0","0","0","0","0","20260115","20260208"
"Special#2024","0","0","0","0","0","0","0","20251102","20251104"
"Special#2025","0","0","0","0","0","0","0","20251102","20251116"
"Special#2026","0","0","0","0","0","0","0","20250909","20251202"
"Special#2027","0","0","0","0","0","0","0","20251218","20251218"
"Special#2028","0","0","0","0","0","0","0","20251019","20251021"
"Special#2029","0","0","0","0","0","0","0","20250909","20251202"
"Special#2030","0","0","0","0","0","0","0","20251122","20251129"
"Special#2031","0","0","0","0","0","0","0","20251121","20251130"
"Special#2032","0","0","0","0","0","0","0","20251121","20251129"
"Special#2033","0","0","0","0","0","0","0","20251121","20251129"
"Special#2034","0","0","0","0","0","0","0","20250930","20251128"
"Special#2035","0","0","0","0","0","0","0","20251103","20251107"
"Special#2036","0","0","0","0","0","0","0","20251101","20251107"
"Special#2037","0","0","0","0","0","0","0","20251031","20251107"
"Special#2038","0","0","0","0","0","0","0","20251031","20251106"
"Special#2039","0","0","0","0","0","0","0","20251014","20251014"
"Special#2040","0","0","0","0","0","0","0","20251111","20251111"
"Special#2041","0","0","0","0","0","0","0","20251209","20251209"
"Special#2042","0","0","0","0","0","0","0","20251124","20251126"
"Special#2043","0","0","0","0","0","0","0","20250920","20251018"
"Special#2044","0","0","0","0","0","0","0","20251126","20251126"
"Special#2045","0","0","0","0","0","0","0","20251030","20251030"
"Special#2046","0","0","0","0","0","0","0","20260109","20260115"
"Special#2047","0","0","0","0","0","0","0","20260111","20260115"
"Special#2048","0","0","0","0","0","0","0","20260109","20260115"
"Special#2049","0","0","0","0","0","0","0","20260120","20260217"
"Special#2050","0","0","0","0","0","0","0","20250915","20251128"
"Special#2051","0","0","0","0","0","0","0","20250915","20251017"
"Special#2052","0","0","0","0","0","0","0","20250915","20251130"
"Special#2053","0","0","0","0","0","0","0","20251020","20251212"
"Special#2054","0","0","0","0","0","0","0","20251020","20251213"
"Special#2055","0","0","0","0","0","0","0","20250915","20250928"
"Special#2056","0","0","0","0","0","0","0","20250929","20251005"
"Special#2057","0","0","0","0","0","0","0","20251002","20251005"
"Special#2058","0","0","0","0","0","0","0","20250919","20250927"
"Special#2059","0","0","0","0","0","0","0","20251215","20260226"
"Special#2060","0","0","0","0","0","0","0","20250915","20251128"
"Special#2061","0","0","0","0","0","0","0","20250915","20251213"
"Special#2062","0","0","0","0","0","0","0","20250915","20251005"
"Special#2063","0","0","0","0","0","0","0","20250919","20251004"
"Special#2064","0","0","0","0","0","0","0","20250925","20251120"
"Special#2065","0","0","0","0","0","0","0","20251025","20251110"
"Special#2066","0","0","0","0","0","0","0","20251103","20251111"
"Special#2067","0","0","0","0","0","0","0","20251026","20251109"
"Special#2068","0","0","0","0","0","0","0","20251026","20251102"
"Special#2069","0","0","0","0","0","0","0","20251025","20251109"
"Special#2070","0","0","0","0","0","0","0","20251025","20251108"
"Special#2071","0","0","0","0","0","0","0","20251027","20251108"
"Special#2072","0","0","0","0","0","0","0","20251024","20251109"
"Special#2073","0","0","0","0","0","0","0","20251025","20251109"
"Special#2074","0","0","0","0","0","0","0","20251110","20251111"
"Special#2075","0","0","0","0","0","0","0","20251119","20251119"
"Special#2076","0","0","0","0","0","0","0","20251124","20251128"
"Special#2077","0","0","0","0","0","0","0","20251108","20251109"
"Special#2078","0","0","0","0","0","0","0","20251025","20251109"
"Special#2079","0","0","0","0","0","0","0","20251027","20251107"
"Special#2080","0","0","0","0","0","0","0","20251027","20251108"
"Special#2081","0","0","0","0","0","0","0","20251027","20251109"
"Special#2082","0","0","0","0","0","0","0","20251024","20251108"
"Special#2083","0","0","0","0","0","0","0","20251026","20251102"
"Special#2084","0","0","0","0","0","0","0","20251109","20251111"
"Special#2085","0","0","0","0","0","0","0","20251103","20251106"
"Special#2086","0","0","0","0","0","0","0","20251117","20251118"
"Special#2087","0","0","0","0","0","0","0","20251121","20251121"
"Special#2088","0","0","0","0","0","0","0","20251117","20251119"
"Special#2089","0","0","0","0","0","0","0","20251120","20251120"
"Special#2090","0","0","0","0","0","0","0","20251128","20251129"
"Special#2091","0","0","0","0","0","0","0","20250908","20260227"
"Special#2092","0","0","0","0","0","0","0","20250908","20260227"
"Special#2093","0","0","0","0","0","0","0","20250908","20260225"
"Special#2094","0","0","0","0","0","0","0","20250909","20250930"
"Special#2095","0","0","0","0","0","0","0","20250909","20260227"
"Special#2096","0","0","0","0","0","0","0","20250909","20260227"
"Special#2097","0","0","0","0","0","0","0","20250910","20260225"
"Special#2098","0","0","0","0","0","0","0","20251216","20260227"
"Special#2099","0","0","0","0","0","0","0","20250908","20260227"
"Special#2100","0","0","0","0","0","0","0","20250909","20260227"
"Special#2101","0","0","0","0","0","0","0","20250909","20251212"
"Special#2102","0","0","0","0","0","0","0","20251216","20260226"
"Special#2103","0","0","0","0","0","0","0","20250911","20260226"
"Special#2104","0","0","0","0","0","0","0","20250908","20260225"
"Special#2105","0","0","0","0","0","0","0","20250911","20260227"
"Special#2106","0","0","0","0","0","0","0","20250911","20251211"
"Special#2107","0","0","0","0","0","0","0","20250908","20260227"
"Special#2108","0","0","0","0","0","0","0","20251216","20260228"
"Special#2109","0","0","0","0","0","0","0","20250912","20251231"
"Special#2110","0","0","0","0","0","0","0","20250908","20251231"
"Special#2111","0","0","0","0","0","0","0","20250908","20251231"
"Special#2112","0","0","0","0","0","0","0","20250907","20251230"
"Special#2113","0","0","0","0","0","0","0","20250912","20260228"
"Special#2114","0","0","0","0","0","0","0","20250912","20260228"
"Special#2115","0","0","0","0","0","0","0","20251011","20260228"
"Special#2116","0","0","0","0","0","0","0","20251011","20260228"
"Special#2117","0","0","0","0","0","0","0","20250907","20251010"
"Special#2118","0","0","0","0","0","0","0","20250912","20251010"
"Special#2119","0","0","0","0","0","0","0","20250912","20260228"
"Special#2120","0","0","0","0","0","0","0","20250912","20260228"
"Special#2121","0","0","0","0","0","0","0","20251201","20260228"
"Special#2122","0","0","0","0","0","0","0","20250912","20260228"
"Special#2123","0","0","0","0","0","0","0","20251225","20251225"
"Special#2124","0","0","0","0","0","0","0","20250908","20260228"
"Special#2125","0","0","0","0","0","0","0","20251201","20260228"
"Special#2126","0","0","0","0","0","0","0","20250912","20251129"
"Special#2127","0","0","0","0","0","0","0","20251205","20260228"
"Special#2128","0","0","0","0","0","0","0","20251205","20260228"
"Special#2129","0","0","0","0","0","0","0","20250912","20260228"
"Special#2130","0","0","0","0","0","0","0","20250912","20260228"
"Special#2131","0","0","0","0","0","0","0","20250921","20251207"
"Special#2132","0","0","0","0","0","0","0","20250907","20251207"
"Special#2133","0","0","0","0","0","0","0","20251214","20260222"
"Special#2134","0","0","0","0","0","0","0","20250909","20260227"
"Special#2135","0","0","0","0","0","0","0","20260102","20260227"
"Special#2136","0","0","0","0","0","0","0","20250909","20251230"
"Special#2137","0","0","0","0","0","0","0","20250910","20251231"
"Special#2138","0","0","0","0","0","0","0","20250913","20251227"
"Special#2139","0","0","0","0","0","0","0","20260107","20260225"
"Special#2140","0","0","0","0","0","0","0","20260103","20260228"
"Special#2141","0","0","0","0","0","0","0","20250908","20260227"
"Special#2142","0","0","0","0","0","0","0","20260101","20260227"
"Special#2143","0","0","0","0","0","0","0","20250908","20260228"
"Special#2144","0","0","0","0","0","0","0","20250908","20251231"
"Special#2145","0","0","0","0","0","0","0","20250913","20251227"
"Special#2146","0","0","0","0","0","0","0","20250909","20251230"
"Special#2147","0","0","0","0","0","0","0","20260101","20260228"
"Special#2148","0","0","0","0","0","0","0","20250909","20260228"
"Special#2149","0","0","0","0","0","0","0","20250907","20260227"
"Special#2150","0","0","0","0","0","0","0","20250907","20260225"
"Special#2151","0","0","0","0","0","0","0","20250908","20251231"
"Special#2152","0","0","0","0","0","0","0","20260101","20260228"
"Special#2153","0","0","0","0","0","0","0","20260101","20260226"
"Special#2154","0","0","0","0","0","0","0","20250908","20251230"
"Special#2155","0","0","0","0","0","0","0","20260102","20260227"
"Special#2156","0","0","0","0","0","0","0","20260104","20260222"
"Special#2157","0","0","0","0","0","0","0","20250910","20251231"
"Special#2158","0","0","0","0","0","0","0","20250910","20251231"
"Special#2159","0","0","0","0","0","0","0","20250909","20260226"
"Special#2160","0","0","0","0","0","0","0","20250908","20251230"
"Special#2161","0","0","0","0","0","0","0","20250909","20251230"
"Special#2162","0","0","0","0","0","0","0","20260101","20260227"
"Special#2163","0","0","0","0","0","0","0","20260101","20260226"
"Special#2164","0","0","0","0","0","0","0","20260101","20260228"
"Special#2165","0","0","0","0","0","0","0","20260101","20260227"
"Special#2166","0","0","0","0","0","0","0","20250909","20251223"
"Special#2167","0","0","0","0","0","0","0","20260101","20260228"
"Special#2168","0","0","0","0","0","0","0","20251027","20251107"
"Special#2169","0","0","0","0","0","0","0","20251025","20251107"
"Special#2170","0","0","0","0","0","0","0","20251107","20251107"
"Special#2171","0","0","0","0","0","0","0","20250907","20250926"
"Special#2172","0","0","0","0","0","0","0","20250912","20250926"
"Special#2173","0","0","0","0","0","0","0","20251021","20251121"
"Special#2174","0","0","0","0","0","0","0","20251020","20251121"
"Special#2175","0","0","0","0","0","0","0","20250923","20250924"
"Special#2176","0","0","0","0","0","0","0","20250929","20251017"
"Special#2177","0","0","0","0","0","0","0","20250927","20251017"
"Special#2178","0","0","0","0","0","0","0","20250927","20251016"
"Special#2179","0","0","0","0","0","0","0","20250927","20251011"
"Special#2180","0","0","0","0","0","0","0","20251020","20251121"
"Special#2181","0","0","0","0","0","0","0","20251018","20251123"
"Special#2182","0","0","0","0","0","0","0","20251017","20251123"
"Special#2183","0","0","0","0","0","0","0","20251021","20251121"
"Special#2184","0","0","0","0","0","0","0","20251208","20251212"
"Special#2185","0","0","0","0","0","0","0","20251205","20251211"
"Special#2186","0","0","0","0","0","0","0","20251205","20251206"
"Special#2187","0","0","0","0","0","0","0","20251205","20251212"
"Special#2188","0","0","0","0","0","0","0","20251205","20251212"
"Special#2189","0","0","0","0","0","0","0","20250907","20251017"
"Special#2190","0","0","0","0","0","0","0","20250908","20251017"
"Special#2191","0","0","0","0","0","0","0","20250908","20251017"
"Special#2192","0","0","0","0","0","0","0","20250907","20251017"
"Special#2193","0","0","0","0","0","0","0","20250907","20251017"
"Special#2194","0","0","0","0","0","0","0","20250907","20251016"
"Special#2195","0","0","0","0","0","0","0","20250907","20251012"
"Special#2196","0","0","0","0","0","0","0","20250915","20250917"
"Special#2197","0","0","0","0","0","0","0","20251206","20251207"
"Special#2198","0","0","0","0","0","0","0","20251018","20251123"
"Special#2199","0","0","0","0","0","0","0","20250908","20251017"
"Special#2200","0","0","0","0","0","0","0","20250908","20251017"
"Special#2201","0","0","0","0","0","0","0","20250929","20251016"
"Special#2202","0","0","0","0","0","0","0","20250907","20251012"
"Special#2203","0","0","0","0","0","0","0","20251018","20251122"
"Special#2204","0","0","0","0","0","0","0","20251019","20251123"
"Special#2205","0","0","0","0","0","0","0","20251205","20251211"
"Special#2206","0","0","0","0","0","0","0","20250910","20250917"
"Special#2207","0","0","0","0","0","0","0","20250908","20251213"
"Special#2208","0","0","0","0","0","0","0","20250907","20251213"
"Special#2209","0","0","0","0","0","0","0","20250908","20251213"
"Special#2210","0","0","0","0","0","0","0","20250913","20251213"
"Special#2211","0","0","0","0","0","0","0","20250908","20251213"
"Special#2212","0","0","0","0","0","0","0","20250908","20250919"
"Special#2213","0","0","0","0","0","0","0","20250922","20251031"
"Special#2214","0","0","0","0","0","0","0","20250924","20251029"
"Special#2215","0","0","0","0","0","0","0","20250922","20251212"
"Special#2216","0","0","0","0","0","0","0","20250922","20251031"
"Special#2217","0","0","0","0","0","0","0","20250907","20251102"
"Special#2218","0","0","0","0","0","0","0","20250907","20251207"
"Special#2219","0","0","0","0","0","0","0","20250914","20251012"
"Special#2220","0","0","0","0","0","0","0","20250926","20251017"
"Special#2221","0","0","0","0","0","0","0","20251024","20251212"
"Special#2222","0","0","0","0","0","0","0","20251018","20251213"
"Special#2223","0","0","0","0","0","0","0","20250907","20251213"
"Special#2224","0","0","0","0","0","0","0","20250907","20251213"
"Special#2225","0","0","0","0","0","0","0","20251018","20251213"
"Special#2226","0","0","0","0","0","0","0","20250908","20251017"
"Special#2227","0","0","0","0","0","0","0","20250913","20251012"
"Special#2228","0","0","0","0","0","0","0","20251215","20260228"
"Special#2229","0","0","0","0","0","0","0","20251219","20260228"
"Special#2230","0","0","0","0","0","0","0","20250910","20251015"
"Special#2231","0","0","0","0","0","0","0","20250908","20251017"
"Special#2232","0","0","0","0","0","0","0","20251022","20251029"
"Special#2233","0","0","0","0","0","0","0","20251020","20251212"
"Special#2234","0","0","0","0","0","0","0","20250907","20251207"
"Special#2235","0","0","0","0","0","0","0","20250907","20260226"
"Special#2236","0","0","0","0","0","0","0","20250915","20260227"
"Special#2237","0","0","0","0","0","0","0","20250908","20260227"
"Special#2238","0","0","0","0","0","0","0","20250915","20260224"
"Special#2239","0","0","0","0","0","0","0","20251216","20260225"
"Special#2240","0","0","0","0","0","0","0","20250915","20260227"
"Special#2241","0","0","0","0","0","0","0","20250916","20251210"
"Special#2242","0","0","0","0","0","0","0","20250907","20251213"
"Special#2243","0","0","0","0","0","0","0","20251214","20260228"
"Special#2244","0","0","0","0","0","0","0","20250915","20251209"
"Special#2245","0","0","0","0","0","0","0","20250915","20260227"
"Special#2246","0","0","0","0","0","0","0","20250915","20260227"
"Special#2247","0","0","0","0","0","0","0","20250916","20251211"
"Special#2248","0","0","0","0","0","0","0","20250908","20260228"
"Special#2249","0","0","0","0","0","0","0","20250917","20251210"
"Special#2250","0","0","0","0","0","0","0","20251217","20260225"
"Special#2251","0","0","0","0","0","0","0","20250908","20260227"
"Special#2252","0","0","0","0","0","0","0","20251217","20260227"
"Special#2253","0","0","0","0","0","0","0","20250917","20251212"
"Special#2254","0","0","0","0","0","0","0","20250908","20260219"
"Special#2255","0","0","0","0","0","0","0","20250912","20251219"
"Special#2256","0","0","0","0","0","0","0","20250908","20251231"
"Special#2257","0","0","0","0","0","0","0","20250908","20251230"
"Special#2258","0","0","0","0","0","0","0","20250910","20251002"
"Special#2259","0","0","0","0","0","0","0","20250913","20250928"
"Special#2260","0","0","0","0","0","0","0","20250914","20250928"
"Special#2261","0","0","0","0","0","0","0","20251003","20251213"
"Special#2262","0","0","0","0","0","0","0","20251003","20251207"
"Special#2263","0","0","0","0","0","0","0","20251220","20251231"
"Special#2264","0","0","0","0","0","0","0","20251214","20251231"
"Special#2265","0","0","0","0","0","0","0","20251214","20251231"
"Special#2266","0","0","0","0","0","0","0","20250907","20251231"
"Special#2267","0","0","0","0","0","0","0","20250908","20260228"
"Special#2268","0","0","0","0","0","0","0","20250917","20260227"
"Special#2269","0","0","0","0","0","0","0","20250908","20260227"
"Special#2270","0","0","0","0","0","0","0","20250907","20260222"
"Special#2271","0","0","0","0","0","0","0","20250915","20260227"
"Special#2272","0","0","0","0","0","0","0","20251217","20260227"
"Special#2273","0","0","0","0","0","0","0","20250907","20260228"
"Special#2274","0","0","0","0","0","0","0","20250907","20260228"
"Special#2275","0","0","0","0","0","0","0","20250915","20251031"
"Special#2276","0","0","0","0","0","0","0","20250921","20251102"
"Special#2277","0","0","0","0","0","0","0","20250915","20251031"
"Special#2278","0","0","0","0","0","0","0","20250915","20251102"
"Special#2279","0","0","0","0","0","0","0","20251103","20251213"
"Special#2280","0","0","0","0","0","0","0","20250915","20251024"
"Special#2281","0","0","0","0","0","0","0","20251027","20260227"
"Special#2282","0","0","0","0","0","0","0","20251025","20260228"
"Special#2283","0","0","0","0","0","0","0","20251025","20260228"
"Special#2284","0","0","0","0","0","0","0","20251025","20260228"
"Special#2285","0","0","0","0","0","0","0","20251025","20260228"
"Special#2286","0","0","0","0","0","0","0","20251025","20260228"
"Special#2287","0","0","0","0","0","0","0","20251031","20260227"
"Special#2288","0","0","0","0","0","0","0","20251025","20251115"
"Special#2289","0","0","0","0","0","0","0","20250907","20251024"
"Special#2290","0","0","0","0","0","0","0","20250907","20251019"
"Special#2291","0","0","0","0","0","0","0","20250912","20251024"
"Special#2292","0","0","0","0","0","0","0","20250908","20260227"
"Special#2293","0","0","0","0","0","0","0","20251027","20260227"
"Special#2294","0","0","0","0","0","0","0","20251103","20260227"
"Special#2295","0","0","0","0","0","0","0","20251025","20260228"
"Special#2296","0","0","0","0","0","0","0","20251025","20260228"
"Special#2297","0","0","0","0","0","0","0","20251025","20260228"
"Special#2298","0","0","0","0","0","0","0","20251025","20260228"
"Special#2299","0","0","0","0","0","0","0","20251025","20260228"
"Special#2300","0","0","0","0","0","0","0","20251025","20260228"
"Special#2301","0","0","0","0","0","0","0","20251117","20251213"
"Special#2302","0","0","0","0","0","0","0","20251117","20251213"
"Special#2303","0","0","0","0","0","0","0","20251122","20251213"
"Special#2304","0","0","0","0","0","0","0","20251121","20251213"
"Special#2305","0","0","0","0","0","0","0","20250912","20251024"
"Special#2306","0","0","0","0","0","0","0","20251025","20260228"
"Special#2307","0","0","0","0","0","0","0","20251025","20260228"
"Special#2308","0","0","0","0","0","0","0","20251025","20260228"
"Special#2309","0","0","0","0","0","0","0","20251025","20260228"
"Special#2310","0","0","0","0","0","0","0","20251025","20260228"
"Special#2311","0","0","0","0","0","0","0","20251031","20260227"
"Special#2312","0","0","0","0","0","0","0","20251121","20251212"
"Special#2313","0","0","0","0","0","0","0","20250922","20251114"
"Special#2314","0","0","0","0","0","0","0","20250922","20260227"
"Special#2315","0","0","0","0","0","0","0","20251001","20260227"
"Special#2316","0","0","0","0","0","0","0","20251001","20251212"
"Special#2317","0","0","0","0","0","0","0","20250912","20250926"
"Special#2318","0","0","0","0","0","0","0","20251010","20260227"
"Special#2319","0","0","0","0","0","0","0","20251027","20251230"
"Special#2320","0","0","0","0","0","0","0","20251027","20260220"
"Special#2321","0","0","0","0","0","0","0","20250908","20260227"
"Special#2322","0","0","0","0","0","0","0","20251027","20260220"
"Special#2323","0","0","0","0","0","0","0","20251215","20260227"
"Special#2324","0","0","0","0","0","0","0","20251215","20260227"
"Special#2325","0","0","0","0","0","0","0","20250915","20260225"
"Special#2326","0","0","0","0","0","0","0","20250915","20251212"
"Special#2327","0","0","0","0","0","0","0","20251215","20260227"
"Special#2328","0","0","0","0","0","0","0","20251216","20260226"
"Special#2329","0","0","0","0","0","0","0","20251215","20251231"
"Special#2330","0","0","0","0","0","0","0","20251215","20251231"
"Special#2331","0","0","0","0","0","0","0","20250908","20251230"
"Special#2332","0","0","0","0","0","0","0","20250907","20251230"
"Special#2333","0","0","0","0","0","0","0","20250912","20251227"
"Special#2334","0","0","0","0","0","0","0","20250908","20251230"
"Special#2335","0","0","0","0","0","0","0","20250908","20251230"
"Special#2336","0","0","0","0","0","0","0","20260102","20260220"
"Special#2337","0","0","0","0","0","0","0","20260102","20260227"
"Special#2338","0","0","0","0","0","0","0","20250907","20251228"
"Special#2339","0","0","0","0","0","0","0","20250915","20251219"
"Special#2340","0","0","0","0","0","0","0","20250916","20251218"
"Special#2341","0","0","0","0","0","0","0","20250916","20251217"
"Special#2342","0","0","0","0","0","0","0","20260107","20260226"
"Special#2343","0","0","0","0","0","0","0","20251006","20260227"
"Special#2344","0","0","0","0","0","0","0","20250915","20251002"
"Special#2345","0","0","0","0","0","0","0","20251006","20260226"
"Special#2346","0","0","0","0","0","0","0","20251027","20251230"
"Special#2347","0","0","0","0","0","0","0","20251020","20260227"
"Special#2348","0","0","0","0","0","0","0","20250908","20260220"
"Special#2349","0","0","0","0","0","0","0","20250908","20260220"
"Special#2350","0","0","0","0","0","0","0","20250908","20260227"
"Special#2351","0","0","0","0","0","0","0","20250915","20260227"
"Special#2352","0","0","0","0","0","0","0","20251215","20260228"
"Special#2353","0","0","0","0","0","0","0","20250909","20251213"
"Special#2354","0","0","0","0","0","0","0","20250915","20260227"
"Special#2355","0","0","0","0","0","0","0","20250920","20260220"
"Special#2356","0","0","0","0","0","0","0","20250921","20260228"
"Special#2357","0","0","0","0","0","0","0","20250915","20260228"
"Special#2358","0","0","0","0","0","0","0","20250919","20260227"
"Special#2359","0","0","0","0","0","0","0","20250915","20251212"
"Special#2360","0","0","0","0","0","0","0","20250915","20251212"
"Special#2361","0","0","0","0","0","0","0","20251215","20260227"
"Special#2362","0","0","0","0","0","0","0","20251215","20260227"
"Special#2363","0","0","0","0","0","0","0","20251215","20260131"
"Special#2364","0","0","0","0","0","0","0","20251215","20260131"
"Special#2365","0","0","0","0","0","0","0","20251215","20260226"
"Special#2366","0","0","0","0","0","0","0","20250909","20251230"
"Special#2367","0","0","0","0","0","0","0","20250908","20260227"
"Special#2368","0","0","0","0","0","0","0","20250912","20260227"
"Special#2369","0","0","0","0","0","0","0","20250908","20260226"
"Special#2370","0","0","0","0","0","0","0","20250908","20251211"
"Special#2371","0","0","0","0","0","0","0","20251219","20260227"
"Special#2372","0","0","0","0","0","0","0","20251215","20260226"
"Special#2373","0","0","0","0","0","0","0","20250914","20251228"
"Special#2374","0","0","0","0","0","0","0","20251215","20260228"
"Special#2375","0","0","0","0","0","0","0","20251214","20260228"
"Special#2376","0","0","0","0","0","0","0","20250908","20260228"
"Special#2377","0","0","0","0","0","0","0","20250908","20260227"
"Special#2378","0","0","0","0","0","0","0","20250907","20260228"
"Special#2379","0","0","0","0","0","0","0","20250912","20260228"
"Special#2380","0","0","0","0","0","0","0","20250908","20260227"
"Special#2381","0","0","0","0","0","0","0","20250907","20260227"
"Special#2382","0","0","0","0","0","0","0","20250908","20260228"
"Special#2383","0","0","0","0","0","0","0","20250907","20260228"
"Special#2384","0","0","0","0","0","0","0","20250913","20260228"
"Special#2385","0","0","0","0","0","0","0","20251215","20260227"
"Special#2386","0","0","0","0","0","0","0","20251215","20260228"
"Special#2387","0","0","0","0","0","0","0","20250908","20251212"
"Special#2388","0","0","0","0","0","0","0","20250913","20251213"
"Special#2389","0","0","0","0","0","0","0","20250908","20251213"
"Special#2390","0","0","0","0","0","0","0","20251020","20251025"
"Special#2391","0","0","0","0","0","0","0","20250908","20260228"
"Special#2392","0","0","0","0","0","0","0","20250908","20260228"
"Special#2393","0","0","0","0","0","0","0","20250908","20260228"
"Special#2394","0","0","0","0","0","0","0","20250908","20260227"
"Special#2395","0","0","0","0","0","0","0","20250908","20260227"
"Special#2396","0","0","0","0","0","0","0","20250907","20260228"
"Special#2397","0","0","0","0","0","0","0","20250907","20260222"
"Special#2398","0","0","0","0","0","0","0","20250907","20260228"
"Special#2399","0","0","0","0","0","0","0","20250907","20260228"
"Special#2400","0","0","0","0","0","0","0","20250907","20260222"
"Special#2401","0","0","0","0","0","0","0","20251020","20251026"
"Special#2402","0","0","0","0","0","0","0","20250912","20260228"
"Special#2403","0","0","0","0","0","0","0","20251020","20251026"
"Special#2404","0","0","0","0","0","0","0","20250907","20260226"
"Special#2405","0","0","0","0","0","0","0","20250907","20260227"
"Special#2406","0","0","0","0","0","0","0","20250912","20260227"
"Special#2407","0","0","0","0","0","0","0","20250912","20260227"
"Special#2408","0","0","0","0","0","0","0","20250912","20260228"
"Special#2409","0","0","0","0","0","0","0","20250907","20260222"
"Special#2410","0","0","0","0","0","0","0","20250907","20260228"
"Special#2411","0","0","0","0","0","0","0","20251124","20251201"
"Special#2412","0","0","0","0","0","0","0","20250907","20251207"
"Special#2413","0","0","0","0","0","0","0","20251214","20260222"
"Special#2414","0","0","0","0","0","0","0","20250907","20251213"
"Special#2415","0","0","0","0","0","0","0","20250908","20260227"
"Special#2416","0","0","0","0","0","0","0","20250908","20260228"
"Special#2417","0","0","0","0","0","0","0","20250908","20260228"
"Special#2418","0","0","0","0","0","0","0","20250908","20260227"
"Special#2419","0","0","0","0","0","0","0","20250907","20260222"
"Special#2420","0","0","0","0","0","0","0","20250907","20260228"
"Special#2421","0","0","0","0","0","0","0","20250907","20260228"
"Special#2422","0","0","0","0","0","0","0","20250908","20251212"
"Special#2423","0","0","0","0","0","0","0","20250908","20251213"
"Special#2424","0","0","0","0","0","0","0","20250913","20251213"
"Special#2425","0","0","0","0","0","0","0","20251012","20251026"
"Special#2426","0","0","0","0","0","0","0","20251012","20251026"
"Special#2427","0","0","0","0","0","0","0","20251012","20251026"
"Special#2428","0","0","0","0","0","0","0","20250907","20260227"
"Special#2429","0","0","0","0","0","0","0","20250907","20251207"
"Special#2430","0","0","0","0","0","0","0","20250912","20260227"
"Special#2431","0","0","0","0","0","0","0","20250913","20260228"
"Special#2432","0","0","0","0","0","0","0","20250913","20260228"
"Special#2433","0","0","0","0","0","0","0","20250912","20260228"
"Special#2434","0","0","0","0","0","0","0","20250912","20260228"
"Special#2435","0","0","0","0","0","0","0","20250914","20260222"
"Special#2436","0","0","0","0","0","0","0","20251124","20251201"
"Special#2437","0","0","0","0","0","0","0","20251124","20251201"
"Special#2438","0","0","0","0","0","0","0","20250914","20260222"
"Special#2439","0","0","0","0","0","0","0","20251124","20251201"
"Special#2440","0","0","0","0","0","0","0","20251214","20260226"
"Special#2441","0","0","0","0","0","0","0","20251215","20260226"
"Special#2442","0","0","0","0","0","0","0","20250908","20251212"
"Special#2443","0","0","0","0","0","0","0","20250907","20251213"
"Special#2444","0","0","0","0","0","0","0","20250907","20251211"
"Special#2445","0","0","0","0","0","0","0","20250908","20251211"
"Special#2446","0","0","0","0","0","0","0","20250908","20251211"
"Special#2447","0","0","0","0","0","0","0","20250907","20251211"
"Special#2448","0","0","0","0","0","0","0","20250907","20260228"
"Special#2449","0","0","0","0","0","0","0","20250908","20260227"
"Special#2450","0","0","0","0","0","0","0","20250908","20260228"
"Special#2451","0","0","0","0","0","0","0","20250908","20251212"
"Special#2452","0","0","0","0","0","0","0","20250913","20260228"
"Special#2453","0","0","0","0","0","0","0","20250908","20251213"
"Special#2454","0","0","0","0","0","0","0","20250908","20250911"
"Special#2455","0","0","0","0","0","0","0","20250908","20260227"
"Special#2456","0","0","0","0","0","0","0","20251202","20260227"
"Special#2457","0","0","0","0","0","0","0","20251118","20260227"
"Special#2458","0","0","0","0","0","0","0","20251124","20251201"
"Special#2459","0","0","0","0","0","0","0","20251118","20260226"
"Special#2460","0","0","0","0","0","0","0","20251202","20260228"
"Special#2461","0","0","0","0","0","0","0","20251128","20260227"
"Special#2462","0","0","0","0","0","0","0","20251205","20260227"
"Special#2463","0","0","0","0","0","0","0","20251202","20260226"
"Special#2464","0","0","0","0","0","0","0","20251118","20260227"
"Special#2465","0","0","0","0","0","0","0","20251202","20260228"
