route_id,agency_id,route_short_name,route_long_name,route_type
"kvv-24-060E-1","kvv-02","60","Heidestückersiedlung - Entenfang","3"
"kvv-24-062E-1","kvv-02","62","Karlsruhe Hauptbahnhof - Karlsruhe Entenfang","3"
"kvv-24-070E-1","kvv-02","70","Heidehof - Germersheimer Str.- Entenfang","3"
"kvv-24-071E-1","kvv-02","71","Karlsruhe Duale Hochschule - Neureut Im Kleinen Bruch","3"
"kvv-24-072E-1","kvv-02","72","Neureut Fortuna - Neureut Bärenweg","3"
"kvv-24-073E-1","kvv-02","73","Karlsruhe Europapl.(Sparkasse) - Neureut-Kirchfeld","3"
"kvv-24-074E-1","kvv-02","74","Knielingen Rheinbergstraße - Knielingen August-Bebel-Str.","3"
"kvv-24-075E-1","kvv-02","75","Knielingen Rheinbergstr. - Knielingen Rheinbergstr.","3"
"kvv-24-083E-1","kvv-02","83","Daxlanden - Oberreut  (Schulbus)","3"
"kvv-24-090M-1","kvv-02","M","Fahrplan zur Messe ''NUFAM'' vom 25.09. bis 28.09.2025 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-24-090M-2","kvv-02","M","Fahrplan zur Messe ''RecyclingAKTIV & TiefbauLIVE'' vom 09.10. bis 11.10.2025 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-24-090M-3","kvv-02","M","Fahrplan zur ''offerta'' vom 25.10. bis 02.11.2025 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-24-090M-4","kvv-02","M","Fahrplan zur Messe ''ExpoSE/expoDirekt'' vom 19.11. bis 20.11.2025 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-24-090M-5","kvv-02","M","Fahrplan zur Messe ''TIERisch gut'' vom 29.11. bis 30.11.2025 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-24-090M-6","kvv-02","M","Fahrplan zur Messe ''Einstieg Beruf'' am 24.01.2026 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-24-090M-7","kvv-02","M","Fahrplan ''art KARLSRUHE 2026'' vom 04.02. bis 08.02.2026 Karlsruhe Messe - Karlsruhe Hauptbahnhof (Vorplatz)","3"
"kvv-25-151C-1","kvv-35","151","Berghausen - Wöschbach","3"
"kvv-25-152C-1","kvv-35","152","Berghausen - Söllingen - Kleinsteinbach -  - Mutschelbach - Langensteinbach","3"
"kvv-25-153C-1","kvv-35","153","Langensteinbach - Auerbach - Langensteinbach","3"
"kvv-25-154C-1","kvv-35","154","Marxzell - Pfaffenrot - Marxzell","3"
"kvv-25-155C-1","kvv-35","155","BAUSTELLENFAHRPLAN - gültig ab 23.06.2025 Busenbach - Reichenbach - Etzenrot","3"
"kvv-25-158C-1","kvv-35","158","Zündhütle - Grünwettersbach - Palmbach - Stupferich - Mutschelbach - Langensteinbach","3"
"kvv-25-159C-1","kvv-35","159","BAUSTELLENFAHRPLAN - gültig ab 06.10.2025 bis vsl. Ende 2026 Berghausen - Jöhlingen - (Wössingen/) Weingarten","3"
"kvv-27-271C-1","kvv-11","271","Bühl - Kappelwindeck - Riegel - Rittersbach - Bühl (Ringverkehr)","3"
"kvv-27-272C-1","kvv-11","272","Bühl - Weitenung - Bühl","3"
"kvv-27-273C-1","kvv-11","273","Immenstein - Neusatz - Bühl","3"
"kvv-27-274C-1","kvv-11","274","Bühl - Eisental - Bühl","3"
"kvv-27-276C-1","kvv-11","276","Bühl Bahnhof - Industriegebiet Bußmatten und zurück","3"
"kvv-27-277C-1","kvv-11","277","Bühl Bahnhof - Industriegebiet Süd und zurück","3"
"kvv-27-281C-1","kvv-11","281","Ortsverkehr Bühlertal","3"
"kvv-27-RB1C-1","kvv-11","RB1","Oberkirch - Ringelbach - Tiergarten - Haslach - Stadelhofen - Zusenhofen - Nußbach - Bottenau - Oberkirch","3"
"kvv-27-RB2C-1","kvv-11","RB2","Oberkirch - Bottenau - Nußbach - Zusenhofen - Stadelhofen - Haslach - Tiergarten - Ringelbach - Oberkich","3"
"kvv-27-RB3C-1","kvv-11","RB3","Oberkirch - Hesselbach - Ödsbach","3"
"kvv-28-131C-1","kvv-12","131","Bruchsal - Ubstadt - Weiher - Kronau","3"
"kvv-28-132C-1","kvv-12","132","Bruchsal - Ubstadt - Stettfeld - Langenbrücken - Mingolsheim - Östringen","3"
"kvv-28-133C-1","kvv-12","133","Östringen - Mingolsheim - Kronau","3"
"kvv-28-140C-1","kvv-12","140","Östringen - Mingolsheim - Langenbrücken - Stettfeld - Zeutern / Weiher - Ubstadt","3"
"kvv-30-222C-1","kvv-23","222","(Karlsruhe Entenfang -) Rösselsbrünnle - Durmersheim - Würmersheim - Au am Rhein - Elchesheim-Illingen - Steinmauern - Rastatt","3"
"kvv-30-227C-1","kvv-23","227","Rastatt - Steinmauern - Elchesheim-Illingen - (Au am Rhein - Würmersheim/Bietigheim) - Durmersheim","3"
"kvv-30-290C-1","kvv-23","290","Hügelsheim - Kartung - Winden - Sinzheim","3"
"kvv-30-291C-1","kvv-23","291","Winden - Kartung - Sinzheim","3"
"kvv-30-292C-1","kvv-23","292","Schiftung - Halberstung - Leiberstung - Weitenung - Müllhofen - Sinzheim - Baden-Baden","3"
"kvv-32-101C-1","kvv-34","101","Ettlingen - Spessart - Schöllbronn - Völkersbach","3"
"kvv-32-102C-1","kvv-34","102","Ettlingen - Ettlingenweier - Schluttenbach - Schöllbronn","3"
"kvv-32-106C-1","kvv-34","106","Neuburgweier - Rösselsbrünnle - Silberstreifen - Industriegebiet - Ettlingen","3"
"kvv-32-109C-1","kvv-34","109","Am Hardtwald - Rudolf-Plank-Str. - Hertzstraße -  Wasen - Ettlingen Stadt","3"
"kvv-32-120C-1","kvv-34","120","BAUSTELLENFAHRPLAN - gültig ab 06.10.2025 bis vsl. Ende 2026 Spöck - Staffort - Weingarten und zurück","3"
"kvv-32-121C-1","kvv-34","121","(KIT Campus-Nord -) Blankenloch - Staffort -  Büchenau/(- Weingarten - Jöhlingen)","3"
"kvv-32-122C-1","kvv-34","122","BAUSTELLENFAHRPLAN - gültig ab 06.10.2025 bis vsl. Ende 2026 Blankenloch - Staffort - Weingarten und zurück","3"
"kvv-32-123C-1","kvv-34","123","Bruchsal - Forst - Hambrücken","3"
"kvv-32-124C-1","kvv-34","124","Hochstetten - Graben - Neudorf","3"
"kvv-32-125C-1","kvv-34","125","Kirrlach - Waghäusel - Bruchsal - Spöck (- KIT)","3"
"kvv-32-125S-1","kvv-34","125s","Spöck - Bruchsal - Waghäusel - Kirrlach ergänzende Schülerfahrten zur Tabelle der Linie 125","3"
"kvv-32-125X-1","kvv-34","125X","Waghäusel - Bruchsal - Spöck - Karlsruhe","3"
"kvv-32-126C-1","kvv-34","126","Graben - Neudorf - Wiesental - Waghäusel","3"
"kvv-32-127C-1","kvv-34","127","Wiesental - Philippsburg","3"
"kvv-32-128C-1","kvv-34","128","Altlußheim - Rheinhausen - Oberhausen - Waghäusel","3"
"kvv-32-129C-1","kvv-34","129","Ubstadt - Forst","3"
"kvv-32-187C-1","kvv-34","187","Helmsheim - Obergrombach - Untergrombach - Büchenau - Spöck","3"
"kvv-32-188C-1","kvv-34","188","Bruchsal - Untergrombach - Büchenau","3"
"kvv-32-189C-1","kvv-34","189","BAUSTELLENFAHRPLAN - gültig ab vsl. 30.06.2025 bis vsl. Herbst 2026 Bruchsal - Heidelsheim - Helmsheim - Obergrombach - Untergrombach","3"
"kvv-32-192C-1","kvv-34","192","Rußheim - Liedolsheim - Hochstetten","3"
"kvv-32-193C-1","kvv-34","193","Rheinsheim - Philippsburg - Waghäusel - Kirrlach - Kronau - Mingolsheim","3"
"kvv-32-194C-1","kvv-34","194","Philippsburg - Oberhausen - Rheinhausen","3"
"kvv-32-195C-1","kvv-34","195","Leopoldshafen - KIT Campus-Nord - Blankenloch - Weingarten","3"
"kvv-32-198C-1","kvv-34","198","Philippsburg - Huttenheim - Rußheim - Liedolsheim - Graben-Neudorf","3"
"kvv-32-246C-1","kvv-34","246","Forbach - Raumünzach - Hundsbach","3"
"kvv-32-248C-1","kvv-34","248","Forbach - Bermersbach - Langenbrand","3"
"kvv-32-262C-1","kvv-34","262","Baden-Baden - Sinzheim - Steinbach - Bühl (- Sasbach)","3"
"kvv-32-263C-1","kvv-34","263","Forbach - Raumünzach - Sand - Bühlertal - Bühl","3"
"kvv-32-264C-1","kvv-34","264","Bühl - Ottersweier - Neusatz - Bühlertal - Sand - Hundsbach","3"
"kvv-32-264S-1","kvv-34","264s","Altschweier - Bühlertal - Neusatz - Ottersweier - Sasbach","3"
"kvv-32-265C-1","kvv-34","265","Lauf - Haft - Ottersweier - Bühl","3"
"kvv-32-266C-1","kvv-34","266","Unzhurst - Ottersweier - Bühl","3"
"kvv-32-945C-1","kvv-34","X45","Ruhestein - Mummelsee - Schwarzwaldhochstraße - Baden-Baden","3"
"kvv-40-910B-1","kvv-01","SEV S1","SCHIENENERSATZVERKEHR gültig 30.10. bis 03.11.2025 (04:00 Uhr)  Rüppurr - Ettlingen - Busenbach - Marxzell - Bad Herrenalb","3"
"kvv-40-911E-1","kvv-01","SEV S11","SCHIENENERSATZVERKEHR gültig 31.07. bis 15.09.2025 (03:00 Uhr)  Ettlingen - Busenbach - Langensteinbach - Ittersbach","3"
"kvv-40-911E-2","kvv-01","SEV S11","SCHIENENERSATZVERKEHR  gültig 30.10. bis 03.11.2025 (04:00 Uhr)  Rüppurr - Ettlingen - Busenbach - Langensteinbach - Ittersbach","3"
"kvv-40-916E-1","kvv-01","SEV S6","SCHIENENERSATZVERKEHR gültig 02.10 bis 03.10.2025 (04:00 Uhr)  Pforzheim ZOB/Hbf - Neuenbürg - Höfen - Bad Wildbad","3"
"kvv-40-916E-2","kvv-01","SEV S6","SCHIENENERSATZVERKEHR gültig 03.11. (20:00Uhr) bis 14.11.25 (04:00Uhr)  Bad Wildbad - Höfen - Neuenbürg - Pforzheim ZOB/Hbf","3"
"kvv-40-931E-1","kvv-01","SEV S31","SCHIENENERSATZVERKEHR  gültig ab 15.12.2024  Odenheim - Zeutern - Ubstadt","3"
"kvv-40-932E-1","kvv-01","SEV S31/S32","SCHIENENERSATZVERKEHR gültig 08.09. auf 09.09.2025   Bruchsal - Ubstadt","3"
"kvv-40-932E-2","kvv-01","SEV S31/S32","SCHIENENERSATZVERKEHR gültig 13.10. bis 15.10.2025   Karlsruhe - Weingarten - Bruchsal","3"
"kvv-40-932E-3","kvv-01","SEV S31/S32","SCHIENENERSATZVERKEHR gültig 25.10. bis 26.10.2025   Karlsruhe Hbf (Vorplatz) - Weingarten - Bruchsal - Ubstadt","3"
"kvv-40-932E-4","kvv-01","SEV S31/S32","SCHIENENERSATZVERKEHR gültig vom 08.12. bis 10.12.2025 bis 02:00 Uhr   Bruchsal - Weingarten - Karlsruhe Hbf (Vorplatz)","3"
"kvv-40-940E-1","kvv-01","SEV S4","SCHIENENERSATZVERKEHR gültig 14.07. bis 16.07.2025  Weinsberg - Öhringen Cappel","3"
"kvv-40-940E-2","kvv-01","SEV S4","SCHIENENERSATZVERKEHR gültig am 16.09.2025  Bretten - Wössingen - Berghausen - Grötzingen - Durlach","3"
"kvv-40-940E-3","kvv-01","SEV S4","SCHIENENERSATZVERKEHR gültig 02.10 bis 03.10.2025 (04:00 Uhr)  Durlach - Gemmingen - Schwaigern - Heilbronn","3"
"kvv-40-940E-4","kvv-01","SEV S4","SCHIENENERSATZVERKEHR gültig 28.10 bis 03.11.2025 (04:00 Uhr)  Durlach - Grötzingen - Wössingen - Bretten - Gölshausen (Eppingen)","3"
"kvv-40-940E-5","kvv-01","SEV S4","SCHIENENERSATZVERKEHR gültig 31.10 bis 03.11.2025 (04:00 Uhr)  Schwaigern - Leingarten - Heilbronn","3"
"kvv-40-941E-1","kvv-01","SEV S41","SCHIENENERSATZVERKEHR gültig 03.10. bis 05.10.2025  Neckarelz - Mosbach","3"
"kvv-40-942E-1","kvv-01","SEV S41/S42","SCHIENENERSATZVERKEHR gültig 17.10. auf 18.10.2025   Heilbronn - Neckarsulm - Bad Friedrichshall","3"
"kvv-40-942E-2","kvv-01","SEV S41/S42","SCHIENENERSATZVERKEHR gültig 18.10. bis 23.11.2025   Bad Rappenau - Bad Friedrichshall - Neckarsulm - Heilbronn","3"
"kvv-40-942E-3","kvv-01","SEV S41/S42","SCHIENENERSATZVERKEHR gültig am 26.10.2025  Sinsheim - Bad Rappenau - Bad Friedrichshall - Heilbronn","3"
"kvv-40-942E-4","kvv-01","SEV S41/S42","SCHIENENERSATZVERKEHR gültig 18.10. bis 23.11.2025   Bad Rappenau - Bad Friedrichshall - Neckarsulm - Heilbronn","3"
"kvv-40-942E-5","kvv-01","SEV S41/S42","SCHIENENERSATZVERKEHR gültig am 01.12./02.12.2025 (02:00 Uhr)   Bad Friedrichshall - Sinsheim","3"
"kvv-40-950E-1","kvv-01","SEV S5/S51","SCHIENENERSATZVERKEHR gültig 27.09. und 28.09.2025   Söllingen - Wilferdingen-Singen - Pforzheim","3"
"kvv-40-950E-2","kvv-01","SEV S5/S51","SCHIENENERSATZVERKEHR gültig 21.10. bis 22.10.2025 (03:30 Uhr)    Söllingen - Pforzheim","3"
"kvv-40-950E-3","kvv-01","SEV S5/S51","SCHIENENERSATZVERKEHR gültig 27.02. bis 28.02.2026 (02:00 Uhr)   Söllingen - Wilferdingen-Singen - Pforzheim","3"
"kvv-40-951E-1","kvv-01","SEV S51","SCHIENENERSATZVERKEHR gültig 15.12. und 16.12.2025 (02:00 Uhr)  Germersheim - Rülzheim - Wörth","3"
"kvv-40-951W-1","kvv-01","SEV S5","SCHIENENERSATZVERKEHR gültig am 06.10.2025  Knielingen - Wörth Bahnhof - Dorschberg","3"
"kvv-40-951W-2","kvv-01","SEV S5","SCHIENENERSATZVERKEHR gültig 14.11. bis 18.11.2025 (02:00 Uhr)  Dorschberg - Wörth Bahnhof - Knielingen","3"
"kvv-40-951W-3","kvv-01","SEV S5","SCHIENENERSATZVERKEHR gültig am 21.11.2025  Knielingen - Wörth Bahnhof - Dorschberg","3"
"kvv-40-951W-4","kvv-01","SEV S5","SCHIENENERSATZVERKEHR gültig 22.11. /23.11.2025 (04:00 Uhr)  Knielingen - Wörth Bahnhof - Dorschberg","3"
"kvv-40-951W-5","kvv-01","SEV S5","SCHIENENERSATZVERKEHR gültig am 01.12.2025  Knielingen - Wörth Bahnhof - Dorschberg","3"
"kvv-40-970B-1","kvv-01","SEV S7/S71","SCHIENENERSATZVERKEHR gültig 01.09. bis 07.09.2025  Karlsruhe - Rastatt - Baden-Baden - Bühl - Achern","3"
"kvv-40-970B-2","kvv-01","SEV S7/S71","SCHIENENERSATZVERKEHR gültig 15.09. bis 18.09.2025  Karlsruhe - Malsch - Rastatt - Baden-Baden","3"
"kvv-40-970B-3","kvv-01","SEV S7/S71","SCHIENENERSATZVERKEHR gültig 03.10. bis 10.10.2025 (03:30 Uhr)   Baden-Baden - Rastatt - Malsch - Karlsruhe","3"
"kvv-40-970B-4","kvv-01","SEV S7/S71","SCHIENENERSATZVERKEHR gültig 14.10. /16.10 bis 18.10.2025 (03:30 Uhr)   Karlsruhe - Malsch - Muggensturm - Rastatt - Baden-Baden","3"
"kvv-40-970B-5","kvv-01","SEV S7/S71","SCHIENENERSATZVERKEHR gültig 31.10.2025  Karlsruhe - Rastatt - Baden-Baden","3"
"kvv-40-970B-6","kvv-01","SEV S7/S71","SCHIENENERSATZVERKEHR gültig 09./10.12.2025   Karlsruhe - Malsch - Muggensturm - Rastatt - Baden-Baden","3"
"kvv-40-970E-1","kvv-01","SEV S7/S8","SCHIENENERSATZVERKEHR gültig 03.10. bis 10.10.2025 (3:30 Uhr)   Kuppenheim - Rastatt - Ötigheim - Durmersheim - Karlsruhe","3"
"kvv-40-970E-2","kvv-01","SEV S7/S8","SCHIENENERSATZVERKEHR gültig 15.10. bis 16.10.2025 (3:30 Uhr)   Rastatt - Durmersheim - Karlsruhe","3"
"kvv-40-970E-3","kvv-01","SEV S7/S8","SCHIENENERSATZVERKEHR gültig 19.10.2025   Rastatt - Durmersheim - Karlsruhe","3"
"kvv-40-970E-4","kvv-01","SEV S7/S8","SCHIENENERSATZVERKEHR gültig am 26.10.2025   Baden-Baden - Rastatt -/ Kuppenheim - Ötigheim","3"
"kvv-40-970E-5","kvv-01","SEV S7/S8","SCHIENENERSATZVERKEHR gültig am 10. /11.12.2025 ( 02:00 Uhr)   Rastatt - Durmersheim - Karlsruhe","3"
"kvv-40-970E-6","kvv-01","SEV S7/S8","SCHIENENERSATZVERKEHR gültig 12.02. auf 13.02.2026 (05:00 Uhr)   Rastatt - Durmersheim - Karlsruhe","3"
"kvv-40-980E-1","kvv-01","SEV S8/S81","SCHIENENERSATZVERKEHR gültig 16.09. bis 20.09.2025 (03:30 Uhr)   Hilpertsau - Forbach - Baiersbronn - Freudenstadt","3"
"kvv-40-980E-2","kvv-01","SEV S8/S81","SCHIENENERSATZVERKEHR gültig 21.09. bis 26.09.2025 (03:30 Uhr)   Freudenstadt/ Schönmünzach - Forbach","3"
"kvv-40-980E-3","kvv-01","SEV S8/S81","SCHIENENERSATZVERKEHR gültig 13.10. bis 18.10.2025 (03:30 Uhr)   Freudenstadt - Schönmünzach","3"
"kvv-40-980E-4","kvv-01","SEV S8/S81","SCHIENENERSATZVERKEHR gültig vom 19.10. bis 24.10.2025 (03:30 Uhr)   Freudenstadt - Baiersbronn","3"
"kvv-40-980E-5","kvv-01","SEV S8/S81","SCHIENENERSATZVERKEHR gültig am 02.12.2025 (03:30 Uhr)   Freudenstadt Hbf - Freudenstadt Stadt","3"
"kvv-41-010E-1","kvv-02","SEV 10","BAUSTELLENFAHRPLAN","3"
"kvv-41-011E-1","kvv-02","SEV 11","SONDERFAHRPLAN zum AC/DC-Konzert gültig am 17.08./18.08.2025 Durlach Turmberg - Friedrichschule - Auer Straße - Untermühlstraße","3"
"kvv-41-012E-1","kvv-02","SEV 12","SCHIENENERSATZVERKEHR gültig ab 28.07.2025 Hauptbahnhof - ZKM - Karlstor","3"
"kvv-41-013E-1","kvv-02","SEV 13","SCHIENENERSATZVERKEHR gültig 28.07. bis 15.09.2025 (03:30 Uhr) Entenfang - Daxlanden (-Rappenwört)","3"
"kvv-41-014E-1","kvv-02","SEV 14","SCHIENENERSATZVERKEHR gültig 28.07. bis 15.09.2025 (03:30 Uhr) KA Durlacher Tor - Tullastraße/Alter Schlachthof - Weinweg","3"
"kvv-41-015E-1","kvv-02","SEV 15","","3"
"kvv-41-009E-1","kvv-02","SEV 9","SCHIENENERSATZVERKEHR gültig ab 28.07.2025  Karlstor - Mathystraße - Hauptbahnhof","3"
"kvv-41-SEVE-1","kvv-02","SEV","SEV VBK","3"
"kvv-98-090R-1","kvv-02","TSNV","HISTORISCHE SONDERLINIE ''Advents - Tram'' 2025 Tivoli - Hauptbahnhof (Vorplatz) - Kolpingplatz - Europaplatz","0"
"rvs-1-001-1","rvs-RVS","1","","3"
"rvs-1-010-1","rvs-RVS","10","","3"
"rvs-1-011-1","rvs-RVS","11","","3"
"rvs-1-122-1","rvs-RVS","7122","","3"
"rvs-1-124-1","rvs-RVS","7124","","3"
"rvs-1-130-1","rvs-RVS","7130","","3"
"rvs-1-131-1","rvs-RVS","7131","","3"
"rvs-1-132-1","rvs-RVS","7132","","3"
"rvs-1-134-1","rvs-RVS","7134","","3"
"rvs-1-135-1","rvs-RVS","7135","","3"
"rvs-1-136-1","rvs-RVS","7136","","3"
"rvs-1-137-1","rvs-RVS","7137","","3"
"rvs-1-141-1","rvs-RVS","7141","","3"
"rvs-1-142-1","rvs-RVS","7142","","3"
"rvs-1-144-1","rvs-RVS","7144","","3"
"rvs-1-146-1","rvs-RVS","7146","","3"
"rvs-1-147-1","rvs-RVS","K2","","3"
"rvs-1-148-1","rvs-RVS","K5","","3"
"rvs-1-150-1","rvs-RVS","7150","","3"
"rvs-1-151-1","rvs-RVS","7151","","3"
"rvs-1-156-1","rvs-RVS","7156","","3"
"rvs-1-016-1","rvs-RVS","16","","3"
"rvs-1-160-1","rvs-RVS","7160","","3"
"rvs-1-161-1","rvs-RVS","7161","","3"
"rvs-1-017-1","rvs-RVS","17","","3"
"rvs-1-002-1","rvs-RVS","2","","3"
"rvs-1-020-1","rvs-RVS","20","","3"
"rvs-1-003-1","rvs-RVS","3","","3"
"rvs-1-004-1","rvs-RVS","4","","3"
"rvs-1-400-1","rvs-RVS","400","","3"
"rvs-1-4001-1","rvs-RVS","7400","","3"
"rvs-1-401-1","rvs-RVS","7401","","3"
"rvs-1-402-1","rvs-RVS","7402","","3"
"rvs-1-403-1","rvs-RVS","7403","","3"
"rvs-1-404-1","rvs-RVS","7404","","3"
"rvs-1-405-1","rvs-RVS","7405","","3"
"rvs-1-406-1","rvs-RVS","7406","","3"
"rvs-1-408-1","rvs-RVS","7408","","3"
"rvs-1-409-1","rvs-RVS","7409","","3"
"rvs-1-041-1","rvs-RVS","41","","3"
"rvs-1-410-1","rvs-RVS","7410","","3"
"rvs-1-411-1","rvs-RVS","7411","","3"
"rvs-1-414-1","rvs-RVS","7414","","3"
"rvs-1-415A-1","rvs-RVS","7415A","","3"
"rvs-1-415B-1","rvs-RVS","7415B","","3"
"rvs-1-417-1","rvs-RVS","7417","","3"
"rvs-1-418-1","rvs-RVS","7418","","3"
"rvs-1-042-1","rvs-RVS","42","","3"
"rvs-1-423-1","rvs-RVS","423","","3"
"rvs-1-425-1","rvs-RVS","425","","3"
"rvs-1-043-1","rvs-RVS","43","","3"
"rvs-1-432-1","rvs-RVS","7432","","3"
"rvs-1-005-1","rvs-RVS","5","","3"
"rvs-1-006-1","rvs-RVS","6","","3"
"rvs-1-670-1","rvs-RVS","670","Calw - Ostelsheim - Weil der Stadt","3"
"rvs-1-007-1","rvs-RVS","7","","3"
"rvs-1-741-1","rvs-RVS","741","","3"
"rvs-1-742-1","rvs-RVS","742","","3"
"rvs-1-782-1","rvs-RVS","7782","","3"
"rvs-1-784-1","rvs-RVS","7784","","3"
"rvs-1-787-1","rvs-RVS","7787","","3"
"rvs-1-788-1","rvs-RVS","7788","","3"
"rvs-1-009-1","rvs-RVS","9","","3"
"rvs-1-938-1","rvs-RVS","7938","","3"
"rvs-1-00E-1","rvs-RVS","E","","3"
"cw-1-200-1","cw-07","200","Innerortsverkehr Schömberg BfA-Kurklinik/Berufsförderungswerk und Schömberg","3"
"cw-1-661-1","cw-01","661","Althengstett - Neuhengstett - Ottenbronn","3"
"cw-1-662-1","cw-01","662","Weil der Stadt/Hirsau-Bad Liebenzell-Monakam-Unterhaugst.-Möttl.- Ottenbronn-Neuhengst.-Simmozh.-Stammheim/Gymn.+Seeäckerschule","3"
"cw-1-663-1","cw-01","663","Gechingen - Althengstett","3"
"cw-1-664-1","cw-01","664","Gechingen - Stammheim - Heumaden - Althengstett SZ","3"
"cw-1-668-1","cw-05","668","Calw - Stammheim - Deckenpfronn","3"
"cw-1-670-1","cw-01","670","Weil der Stadt - Althengstett - Calw - Hirsau - Klinikum NSW","3"
"cw-1-690-1","cw-01","690","Berufsverkehr Mercedes-Benz Werk Sindelfingen Hirsau-Calw-Althengstett-Ostelsheim","3"
"cw-1-770-1","cw-05","770","Regiobus: Herrenberg - Deckenpfronn - Calw","3"
"cw-1-801-1","cw-07","801","Schellbronn - Hamberg - Steinegg - Neuhausen - Unterhaugstett - Bad Liebenzell","3"
"cw-1-880-1","cw-01","880","Bad Liebenzell - Weil der Stadt","3"
"cw-1-CW3-1","cw-05","CW3","Pkw-Bedarfsverkehr Calw - Holzbronn","3"
"cw-10-BEH-1","cw-25","10BEH","Bürgerbus Ebhausen Rotfelden - Wenden - Ebershardt - Ebhausen und zurück","3"
"cw-31-715-1","cw-11","715","Bad Liebenzell - Beinberg - Unterlengenhardt - Bad Liebenz.","3"
"cw-31-724-1","cw-11","724","Bad Wildbad - Höfen - Schömberg - Wimberg","3"
"cw-31-820-1","cw-11","820","(Bad Wildbad) - Höfen - Schömberg - Bad Liebenzell (-Calw)","3"
"cw-31-824-1","cw-11","824","(Calw)-Bad Liebenz.-Unterreichenb.-Kapfenh -Bieselsb./Schömb. Kapfenhardt - Unterreichenbach - Bad Liebenzell (-Calw)","3"
"cw-31-BL1-1","cw-02","BL1_","Schömberg - Oberreichenbach - Hirsau - Bad Liebenzell Pkw-Bedarfsverkehr (Anrufverkehr)","3"
"cw-31-BL2-1","cw-11","BL2_","Bad Liebenz - Unterreichenb. - Kapfenh. - Bieselsb. - Unterreichenb. - Bad Liebenz. Pkw-Bedarfsverkehr (Anrufverkehr)","3"
"cw-31-BW3-1","cw-11","BW3_","Pkw-Bedarfsverkehr Schwarzmißhütte - Sprollenhaus - Bad Wildbad","3"
"cw-31-BW4-1","cw-11","BW4_","Pkw-Bedarfsverkehr Enzklösterle - Schwarzmißhütte","3"
"cw-35-300-1","cw-25","300","Neubulach-Neubulach/Talorte-Holzbronn-Stammheim","3"
"cw-35-320-1","cw-25","320","Bad Wildbad - Oberreichenbach - Neuweiler","3"
"cw-35-630-1","cw-25","630","630 Stadtverkehr Calw ((Altburg - Wimberg - ZOB - Heumaden)","3"
"cw-35-632-1","cw-25","632","Schülerfahrten Calw - Wimberg - Altburg - (Bad Wildbad) - Oberreichenbach","3"
"cw-35-633-1","cw-25","633","Wart - Neuweiler - Wimberg - Calw","3"
"cw-35-634-1","cw-25","634","Neuweiler - Neubulach - Bhf Bad Teinach/Neubulach - Calw","3"
"cw-35-635-1","cw-25","635","Calw - Bad Teinach - Rötenbach - Zavelstein - Calw","3"
"cw-35-636-1","cw-25","636","Schulfahrt Neubulach Schulzentrum - Bad Teinach - Rötenbach - Wimberg - Calw","3"
"cw-35-640-1","cw-25","640","Calw - Neubulach - Oberhaugstett - Altensteig","3"
"cw-35-641-1","cw-25","641","Calw -  Bhf. Bad Teinach / Neubulach - Rötenbach - Calw","3"
"cw-35-680-1","cw-25","680","Calw - Klinikum - Oberkollbach - Oberreichenbach - Igelsloch - Zainen","3"
"cw-35-710-1","cw-25","710","Nagold - Wildberg - Calw","3"
"cw-35-BW1-1","cw-25","BW1","Neuweiler - Agenbach - Oberreichenbach - Calmbach - Bad Wildbad (PKW-Bedarfsverkehr als Anrufverkehr)","3"
"cw-35-BW2-1","cw-25","BW2","Bad Wildbad 2 PKW-Bedarfsverkehr (Anrufverkehr)","3"
"cw-35-CW1-1","cw-25","CW1","Bad Teinach Bf - Neubulach PKW-Bedarfsverkehr (Anrufverkehr)","3"
"cw-35-CW2-1","cw-25","CW2","Bad Teinach Bhf - Schmieh - Emberg - Oberreichenbach und zurück PKW-Bedarfsverkehr (Anrufverkehr)","3"
"cw-35-X63-1","cw-25","X63","Bad Herrenalb - Bad Wildbad - Calw","3"
"cw-36-435-1","cw-25","435","Altensteig - Berneck - Wart - Gaugenwald - Neuweiler","3"
"cw-36-442-1","cw-25","442","Ebhausen - Rotfelden - Rohrdorf","3"
"cw-36-444-1","cw-25","444","Altensteig - Egenhausen - Walddorf und zurück","3"
"cw-36-501-1","cw-25","501","Nagold ZOB - Emmingen - Nagold ZOB","3"
"cw-36-502-1","cw-25","502","Nagold ZOB - Sommerhalde - Iselshausen - Nagold ZOB","3"
"cw-36-503-1","cw-25","503","Nagold ZOB - Lemberg - Nagold ZOB","3"
"cw-36-504-1","cw-25","504","Nagold ZOB - Mittlerer Oberer Steinberg - Mittlerer Steinberg - Nagold ZOB","3"
"cw-36-506-1","cw-25","506","Nagold ZOB - Ing. Park","3"
"cw-36-540-1","cw-25","540","Nagold - Wildberg - Wart - Martinsmoos","3"
