route_id,agency_id,route_short_name,route_long_name,route_type
"vvs-41-B50A-1","vvs-134","BB50A","Bürgerbus Vaihingen (E)","3"
"vvs-41-B50B-1","vvs-134","BB50B","Bürgerbus Vaihingen (E)","3"
"vvs-41-B50C-1","vvs-134","BB50C","Bürgerbus Vaihingen (E)","3"
"vvs-41-0B6-1","vvs-58","BB06","Bürgerbus Feuerbach Route 1","3"
"vvs-41-0B7-1","vvs-58","BB07","Bürgerbus Feuerbach Route 2","3"
"vvs-41-0B8-1","vvs-58","BB08","Bürgerbus Feuerbach Route 3","3"
"vvs-41-B80A-1","vvs-130","BB80","Bürgerbus Aichtal - Rote Route durch Aich","3"
"vvs-41-B80B-1","vvs-130","BB80","Bürgerbus Aichtal - Blaue Route durch Aich","3"
"vvs-41-B81A-1","vvs-130","BB81","Bürgerbus Aichtal - Blaue Route durch Grötzingen","3"
"vvs-41-B81B-1","vvs-130","BB81","Bürgerbus Aichtal - Blaue Route durch Grötzingen","3"
"vvs-41-B82A-1","vvs-130","BB82","Bürgerbus Aichtal - Grüne Route Neuenhaus zu Höschele (Freitag) und ALDI (Mittwoch)","3"
"vvs-41-B83-1","vvs-130","BB80","Bürgerbus Aichtal - Rote Route durch Aich","3"
"vvs-41-B84-1","vvs-41","BB84","Bürgerbus Großbettlingen","3"
"vvs-41-B85-1","vvs-41","BB85","Bürgerbus Waldenbuch","3"
"vvs-41-B86-1","vvs-41","BB86","Bürgerbus Oberboihingen","3"
"vvs-41-0B9-1","vvs-58","BB09","Bürgerbus Wolfbusch Friedhof - Giebel - Hausen","3"
"vvs-41-B90-1","vvs-160","BB90","Bürgerbus Ebersbach (F) - eberbus","3"
"vvs-41-B91-1","vvs-161","BB91","Bürgerbus Uhingen - ULi","3"
"vvs-41-B92-1","vvs-162","BB92","Bürgerbus Salach - SAMI","3"
"vvs-41-B93-1","vvs-163","BB93","Bürgerbus Süßen - mobs","3"
"vvs-41-B94-1","vvs-164","BB94","Bürgerbus Donzdorf - Messelstein-Express","3"
"vvs-50-161-1","vvs-99","RT161","Ruftaxi Ötlingen - Kirchheim (T) Altvaterweg","3"
"vvs-50-163-1","vvs-99","RT163","Schafhof - Kirchheim (T) ZOB - Lindorf - Ötlingen","3"
"vvs-50-165-1","vvs-99","RT165","Zell (A) - Ohmden - Kirchheim (T)","3"
"vvs-50-202-1","vvs-30","RT202","Endersbach - Strümpfelbach","3"
"vvs-50-206-1","vvs-30","RT206","Endersbach - Beutelsbach - Schnait","3"
"vvs-50-217-1","vvs-30","RT217","Grunbach - Buoch - Hebsack - Rohrbronn","3"
"vvs-50-380-1","vvs-30","RT380","Sulzbach (M) - Großerlach","3"
"vvs-50-386-1","vvs-30","RT386","Sulzbach (M) - Spiegelberg","3"
"vvs-50-413-1","vvs-30","RT413","Ruftaxi Kornwestheim","3"
"vvs-50-663-1","vvs-30","RT663","Hausen - Münklingen - Weil der Stadt","3"
"vvs-50-670-1","vvs-30","RT670","Weil der Stadt - Schafhausen - Dätzingen","3"
"vvs-50-753-1","vvs-26","RT753","Rohrau Rathaus - Gärtringen Bahnhof","3"
"vvs-50-760-1","vvs-30","RT760","Waldenbuch - Schönaich - Böblingen","3"
"vvs-50-763-1","vvs-30","RT763","Böblingen - Aidlingen - Deufringen - Dachtel","3"
"vvs-50-766-1","vvs-30","RT766","Weil der Stadt - Dätzingen - Döffingen (-Böblingen)","3"
"vvs-50-775-1","vvs-22","RT775","Wildberg - Kuppingen - Herrenberg","3"
"vvs-50-779-1","vvs-49","RT779","Herrenb. ZOB Bhfstr. - Vogelsang - ZOB","3"
"vvs-50-780-1","vvs-49","RT780","Herrenberg ZOB - Nord - West - Kalkofenstraße","3"
"vvs-50-782-1","vvs-49","RT782","Herrenberg ZOB - Ehbühl - Waldfriedhof","3"
"vvs-50-783-1","vvs-26","RT783","Herrenberg ZOB - Polizeihochschule - Herrenberg ZOB","3"
"vvs-50-828-1","vvs-26","RT828","Dettenhausen - Tübingen","3"
"vvs-50-904-1","vvs-30","RT904","Göppingen ZOB - Bartenbach - Hohrein Ortsmitte","3"
"vvs-50-915-1","vvs-30","RT915","Wangen - Oberwälden - Rechberghausen","3"
"vvs-50-916-1","vvs-30","RT916","Ebersbach (F) - Bünzwangen","3"
"vvs-50-917-1","vvs-30","RT917","Büchenbronn - Ebersbach (F)","3"
"vvs-50-918-1","vvs-30","RT918","Baiereck - Uhingen","3"
"vvs-50-092-1","vvs-01","RT92","Heslach Vogelrain - Rudolf-Sophien-Stift","3"
"vvs-50-920-1","vvs-30","RT920","Zell - Aichelberg - Weilheim (T)","3"
"vvs-50-922-1","vvs-30","RT922","Uhingen - Sparwiesen","3"
"vvs-50-924-1","vvs-30","RT924","Bad Boll - Roßwälden - Ebersbach","3"
"vvs-50-934-1","vvs-30","RT934","Rechberghausen - Börtlingen","3"
"vvs-50-935-1","vvs-30","RT935","Rechberghausen - Adelberg","3"
"vvs-50-941-1","vvs-30","RT941","Eislingen - Ottenbach","3"
"vvs-50-971-1","vvs-30","RT971","Wißgoldingen - Reichenbach u.R. - Donzdorf","3"
"vvs-50-982-1","vvs-30","RT982","Gammelshausen - Bad Ditzenbach - Deggingen","3"
"vvs-51-016-1","vvs-99","RT16","Kirchh. (T) Marktplatz. - Rembrandtweg - Marktplatz","3"
"vvs-51-017-1","vvs-99","RT17","Ruftaxi Kirchheim (T) ZOB - Saarstraße - Im Münzen","3"
"vvs-51-225-1","vvs-99","RT225","Ruftaxi Rommelshausen","3"
"vvs-51-037-1","vvs-30","RT37","Murrhardt Nord","3"
"vvs-51-038-1","vvs-30","RT38","Murrhardt Süd","3"
"vvs-51-039-1","vvs-30","RT39","Murrhardt Mitte","3"
"vvs-51-004-1","vvs-01","RT4","Zuffenhausen Rathaus - Zazenhausen","3"
"vvs-51-046-1","vvs-30","RT46","Böblingen - Holzgerl. - Weil i. S. (- Dettenhausen)","3"
"vvs-51-006-1","vvs-01","RT6","Kelterplatz - Rotenberg","3"
"vvs-51-644-1","vvs-42","RT644","Leonberg Waldfriedhof - Eltingen (- Bf)","3"
"vvs-51-007-1","vvs-01","RT7","Ährenweg - Rohracker","3"
"vvs-51-070-1","vvs-01","RT70","Ruhbank - Königsträßle - Degerloch (B27)","3"
"vvs-51-099-1","vvs-151","RTN99","Gammelshausen - Bad Ditzenbach - Drackenstein","3"
"vvs-52-967-1","vvs-30","LT967","Wiesensteig - Gosbach - Merklingen","3"
"vvs-61-047-1","vvs-71","FE","Korntal - Hemmingen - Heimerdingen (Strohgäubahn)","3"
"vvs-62-021-1","vvs-40","21","Straßenbahnmuseum - Neckartor - Berliner Platz (Hohe Straße) - Hauptbahnhof - Straßenbahnmuseum","0"
"vvs-62-021-2","vvs-40","21","Straßenbahnmuseum - Neckartor - Berliner Platz (Hohe Straße) - Hauptbahnhof - Straßenbahnmuseum","0"
"vvs-62-023-1","vvs-40","23","Ruhbank - Charlottenplatz - Schlossplatz - Budapester Platz - Straßenbahnmuseum","0"
"vvs-62-023-2","vvs-40","23","Ruhbank - Charlottenplatz - Schlossplatz - Budapester Platz - Straßenbahnmuseum","0"
"rbs-3-912-1","rbs-FMO","912","Verstärkerbusse im Schülerverkehr","3"
"rbs-3-912A-1","rbs-FMO","912","","3"
"hn-3-Nord-1","hn-1","Nordstadt-Linie","Nordstadt-Linie","3"
"hn-3-Sud-1","hn-1","Südstadt-Linie","Südstadt-Linie","3"
"hn-4-0No-1","hn-2","Nord","Nord","3"
"hn-4-Sue-1","hn-2","Süd","Süd","3"
"hn-5-001-1","hn-3","BürgerBus 1","Ringlinie Salinenklinik","3"
"hn-5-001-2","hn-3","BürgerBus 1","Ringlinie Salinenklinik","3"
"hn-6-BBB0-1","hn-4","BürgerBus","BBBW2","3"
"hn-6-BBB1-1","hn-4","BürgerBus","BBBW3","3"
"hn-6-BBBW-1","hn-4","BürgerBus","BBBW1_neu","3"
"hn-7-BB11-1","hn-6","BürgerBus 1","MoMiFr1","3"
"hn-7-BB12-1","hn-6","BürgerBus 1","MoMiFr2","3"
"hn-7-BB13-1","hn-6","BürgerBus 1","MoMiFr3","3"
"hn-7-BB21-1","hn-6","BürgerBus 2","DiDoSa1","3"
"hn-7-BB22-1","hn-6","BürgerBus 2","DiDoSa2","3"
"hn-7-BB23-1","hn-6","BürgerBus 2","DiDoSa4","3"
"hn-7-BB31-1","hn-6","BürgerBus 2","DiDoSa3","3"
"hn-8-Lin0-1","hn-5","Linie 2","Buchenbach","3"
"hn-8-Lin2-1","hn-5","Linie 3","Dreisambad","3"
"hn-8-Lini-1","hn-5","Linie 1","Bhf > Burg am Wald > Husemann >","3"
"hn-10-bb1-1","hn-8","Ringlinie","Linien","3"
"hn-11-Blau-1","hn-9","Linie 3","Blau","3"
"hn-11-Blau-2","hn-9","Linie 3","Blau","3"
"hn-11-Gr_n-1","hn-9","Linie 2","Grün","3"
"hn-11-Gr_n-2","hn-9","Linie 2","Grün","3"
"hn-11-Rot-1","hn-9","Linie 1","Rot","3"
"hn-11-Rot-2","hn-9","Linie 1","Rot","3"
"hn-13-Tou0-1","hn-12","Tour 2","Tour 2","3"
"hn-13-Tou1-1","hn-12","Tour 1","Tour 1","3"
"hn-13-Tour-1","hn-12","Tour 3","Tour 3","3"
"hn-15-001-1","hn-13","Bürgerbus 1","Bürgerbus Nordheim","3"
"hn-15-002-1","hn-13","BürgerBus 1","Einsetzfahrt BB NH","3"
"hn-15-003-1","hn-13","BürgerBus 1","Aussetzfahrt BB NH","3"
"hn-16-Bus-1","hn-14","BürgerBus 1","Bürgerbus Wannweil","3"
"hn-16-Bus-2","hn-14","BürgerBus 1","Bürgerbus Wannweil","3"
"hn-22-A000-1","hn-21","Linie 1","L1-26","3"
"hn-22-A001-1","hn-21","Linie 2","L2-26","3"
"hn-22-A002-1","hn-21","Linie 3","L3-26","3"
"hn-22-0L1-1","hn-21","Linie 1","Linie 1","3"
"hn-22-0L1-2","hn-21","Linie 1","Linie 1","3"
"hn-22-0L2-1","hn-21","Linie 2","Linie 2","3"
"hn-22-0L2-2","hn-21","Linie 2","Linie 2","3"
"hn-22-0L3-1","hn-21","Linie 3","Linie 3","3"
"hn-22-0L3-2","hn-21","Linie 3","Linie 3","3"
"hn-24-Ost-1","hn-22","Calw Ost","Ringlinie Calw Ost","3"
"hn-24-Ost-2","hn-22","Calw Ost","Ringlinie Calw Ost","3"
"hn-24-Wes-1","hn-22","Calw West","Ringlinie Calw West","3"
"hn-24-Wes-2","hn-22","Calw West","Ringlinie Calw West","3"
"hnv-11-R18H-1","hnv-03","RB18","Heilbronn - Weinsberg - Öhringen","2"
"hnv-11-R41-1","hnv-02","RB41","Heilbronn - Eppingen - Bretten - Karlsruhe","2"
"hnv-11-S1x-1","hnv-02","S1x","Osterburken - Mosbach - Eberbach - Heidelberg","0"
"hnv-11-0S3-1","hnv-02","S3","Osterburken - Mosbach - Eberbach - Heidelberg - Mannheim","0"
"hnv-11-0S4-1","hnv-02","S4","Osterburken - Mosbach - Eberbach - Heidelberg - Mannheim","0"
"hnv-11-SEV-1","hnv-04","SEV","SEV RE80/RB83 Öhringen - Heilbronn","3"
"hnv-11-SEVR-1","hnv-19","SEV18","SEV MEX 18 Osterburken - Möckmühl","3"
"hnv-11-SRE-1","hnv-19","SEV10","Schienenersatzverkehr RE 10 Heilbronn - Bad Friedrichshall","3"
"hnv-11-SRE8-1","hnv-09","SEV8","SEV RE 8 Roigheim - Möckmühl","3"
"hnv-30-001E-1","hnv-10","1","(Waldheide - Jägerhaus -) Trappensee - /Rampachertal - Pfühlpark - Harmonie - HBF - Böckingen - Klingenberg","3"
"hnv-30-010E-1","hnv-10","10","Schanz Süd - /Frankenbach Maihalde - Klinikum Heilbronn - HBF - Allee Post - Hohenstaufenstraße - Herbert-Hoover-Siedlung","3"
"hnv-30-104F-1","hnv-10","FW 1","Horkheim - Sontheim - Schickhardstraße - Hbf/Willy-Brand-Platz","3"
"hnv-30-105F-1","hnv-10","FW 2","Neckargartach - Frankenbach - Böckingen - Hbf/Willy-Brand-Platz","3"
"hnv-30-011E-1","hnv-10","11","Schickhardtstraße - Harmonie/Hafenmarktpassage - Allee Post West - Gemmingstal - Badener Hof","3"
"hnv-30-012E-1","hnv-10","12","Neckargartach Im Falter - Sachsenäcker - Harmonie - HBF - Zukunftspark - Sachsenäcker- Neckargartach Im Falter","3"
"hnv-30-013E-1","hnv-10","13","Westfriedhof - Ziegeleipark - BSZ Haselter - LebensWerkstatt - Helmholtzstraße - Grünewaldschule - HBF - Allee Post","3"
"hnv-30-002E-1","hnv-10","2","Klinikum Heilbronn - Böckingen - Sontheim - Hochschule Heilbronn, Campus Sontheim","3"
"hnv-30-031E-1","hnv-10","31","Kirchhausen - /Böllinger Höfe - /Frankenbach - Industrieplatz - Harmonie - Allee Post - Südbahnhof - Horkheim","3"
"hnv-30-032E-1","hnv-10","32","Horkheim - /Sontheim - Südbahnhof/Rosenberg - Allee Post - Harmonie - Industrieplatz - Neckargartach - Frankenbach","3"
"hnv-30-033E-1","hnv-10","33","Horkheim - Sontheim - Südbahnhof - Allee Post - Harmonie - Industrieplatz - Neckargartach - Böllinger Höfe","3"
"hnv-30-041E-1","hnv-10","41","Schanz Süd - Kreuzgrund - Harmonie - Allee Post - Rosenberg - Sontheim","3"
"hnv-30-042E-1","hnv-10","42","Schanz Süd - Kreuzgrund - Klinikum Heilbronn - Harmonie - Allee Post - Rosenberg - Sontheim","3"
"hnv-30-005E-1","hnv-10","5","Industrieplatz - Europaplatz - Harmonie - HBF - Böckingen","3"
"hnv-30-061E-1","hnv-10","61","Böllinger Höfe/Kirchhausen - Frankenbach - Schanz Nord - HBF - Allee Post - Jörg-Ratgeb-Plat - Flein","3"
"hnv-30-062E-1","hnv-10","62","Flein - Jörg-Ratgeb-Platz - Südbahnhof - Allee Post - HBF - Schanz Nord - Böllinger Höfe","3"
"hnv-30-064E-1","hnv-10","64","HBF - Allee Post - Südbahnhof - Hochschule Heilbronn - Flein","3"
"hnv-30-067-1","hnv-10","67","Klinikum Heilbronn - Frankenbach - Böllinger Höfe Biberach - Kirchhausen","3"
"hnv-30-008E-1","hnv-10","8","Biberach/Neckargartach/Frankenbach - Schanz Nord - HBF - Zukunftspark - Containerterminal - Neckargartach - Böllinger Höfe","3"
"hnv-31-001-1","hnv-11","1","","3"
"hnv-31-010-1","hnv-11","10","Mulfingen - Ailringen - Dörzbach - Krautheim","3"
"hnv-31-100X-1","hnv-11","X 1","","3"
"hnv-31-108-1","hnv-11","8 A","","3"
"hnv-31-011-1","hnv-11","11","Möckmühl - Jagsthausen - Schöntal - Krautheim - Dörzbach - Ailringen/Meßbach","3"
"hnv-31-111A-1","hnv-11","11 A","Krautheim - Laibach - Klepsau - Dörzbach - Meßbach","3"
"hnv-31-013-1","hnv-11","13","","3"
"hnv-31-014-1","hnv-11","14","","3"
"hnv-31-015-1","hnv-11","15","","3"
"hnv-31-017-1","hnv-11","17","","3"
"hnv-31-019-1","hnv-11","19","Künzelsau - Krautheim - Dörzbach - Bad Mergentheim","3"
"hnv-31-002-1","hnv-11","2","Öhringen - Neuenstein - Waldzimmern - Giebelheide - Niedernhall - Künzelsau","3"
"hnv-31-20H-1","hnv-11","20","","3"
"hnv-31-021-1","hnv-11","21","","3"
"hnv-31-022-1","hnv-11","22","","3"
"hnv-31-023-1","hnv-11","23","","3"
"hnv-31-024-1","hnv-11","24","","3"
"hnv-31-025-1","hnv-11","25","","3"
"hnv-31-026-1","hnv-11","26","(SHA-Hessental -) Schwäbisch Hall - Untermünkheim - Braunsbach - Künzelsau","3"
"hnv-31-027-1","hnv-11","27","","3"
"hnv-31-028-1","hnv-11","28","SHA-Hessental - Schwäbisch Hall - Untermünkheim - Kupferzell - Künzelsau","3"
"hnv-31-003-1","hnv-11","3","","3"
"hnv-31-030-1","hnv-30","CBK","City-Bus Künzelsau","3"
"hnv-31-031-1","hnv-24","KBB","Bergbahn Künzelsau: Talstation - Taläcker Bergstation u. zurück","0"
"hnv-31-033-1","hnv-11","33","Waldenburg Bf. - Rathaus - Sportschule - Sailach/Obersteinbach - Forsthaus","3"
"hnv-31-034-1","hnv-11","34","","3"
"hnv-31-035-1","hnv-11","35","","3"
"hnv-31-037-1","hnv-11","37","","3"
"hnv-31-038-1","hnv-11","38","Öhringen - Pfedelbach - Oberohrn - Untersteinbach - Schuppach","3"
"hnv-31-039-1","hnv-11","39","","3"
"hnv-31-004-1","hnv-11","4","","3"
"hnv-31-040-1","hnv-11","40","Öhringen - Windischenbach - Pfedelbach - Buchhorn - Gleichen","3"
"hnv-31-042-1","hnv-11","42","","3"
"hnv-31-043-1","hnv-11","43","","3"
"hnv-31-046-1","hnv-11","46","","3"
"hnv-31-047-1","hnv-11","47","","3"
"hnv-31-048-1","hnv-11","48","","3"
"hnv-31-005-1","hnv-11","5","Gaisbach (-Taläcker) - Waldzimmern - Giebelheide - Niedernhall","3"
"hnv-31-050-1","hnv-11","50","","3"
"hnv-31-051-1","hnv-11","51","","3"
"hnv-31-052-1","hnv-11","52","","3"
"hnv-31-053-1","hnv-11","53","","3"
"hnv-31-054-1","hnv-11","54","","3"
"hnv-31-055-1","hnv-11","55","","3"
"hnv-31-058-1","hnv-11","58","","3"
"hnv-31-006-1","hnv-11","6","Öhringen - Baumerlenbach - Forchtenberg - Niedernhall - Künzelsau","3"
"hnv-31-602-1","hnv-12","602","Bad Friedrichshall - Duttenberg - Offenau - Duttenberg - Höchstberg - Gundelsheim","3"
"hnv-31-602R-1","hnv-32","602R","Ring-Taxi Kochendorf - Untergriesheim - Duttenberg - Kochendorf","3"
"hnv-31-604-1","hnv-12","604","Bad Friedrichshall - Offenau - Gundelsheim - Böttingen","3"
"hnv-31-610-1","hnv-11","61","","3"
"hnv-31-615-1","hnv-12","615","Bad Friedrichshall - Billigheim - Oberschefflenz","3"
"hnv-31-618-1","hnv-12","618","Möckmühl - Billigheim  - Roigheim - Möckmühl","3"
"hnv-31-620-1","hnv-15","620","Kochershuttle: Neuenstadt a.K. - Heilbronn","3"
"hnv-31-620-2","hnv-36","620","Kochershuttle: Neuenstadt a.K. - Heilbronn","3"
"hnv-31-621-1","hnv-15","621","Stein - Kochertürn- Neuenstadt a.K.","3"
"hnv-31-621-2","hnv-36","621","(Neudenau -) Stein - Kochertürn- Neuenstadt a.K.","3"
"hnv-31-622-1","hnv-15","622","Möckmühl - Lampoldhausen - Gochsen - Neuenstadt a.K.","3"
"hnv-31-622-2","hnv-36","622","Möckmühl - Lampoldhausen - Gochsen - Neuenstadt a.K.","3"
"hnv-31-623-1","hnv-15","623","Neudeck - Langenbeutingen - Brettach - Neuenstadt a.K.","3"
"hnv-31-623-2","hnv-36","623","Neudeck - Langenbeutingen - Brettach - Neuenstadt a.K.","3"
"hnv-31-624-1","hnv-15","624","Neckarsulm - Plattenwald - Amorbach - Neuenstadt a.K.","3"
"hnv-31-624-2","hnv-23","624","Neuenstadt a.K. - Amorbach - Plattenwald - Neckarsulm Neuenstadt a. K. - Dahenfeld - Amorbach - Plattenwald - Neckarsulm","3"
"hnv-31-624-3","hnv-15","624","Neuenstadt a.K. - Amorbach - Plattenwald - Neckarsulm","3"
"hnv-31-624-4","hnv-36","624","Neckarsulm - Plattenwald - Amorbach - Neuenstadt a.K.","3"
"hnv-31-625-1","hnv-15","625","Bad Friedrichshall - Oedheim - Degmarn - Neuenstadt a.K.","3"
"hnv-31-625-2","hnv-36","625","Bad Friedrichshall - Oedheim - Degmarn - Neuenstadt a.K.","3"
"hnv-31-626-1","hnv-15","626","Neuenstadt a.K.: GIK - Lindenplatz","3"
"hnv-31-627-1","hnv-15","627","Neuenstadt a.K. - Langenbrettach - Öhringen","3"
"hnv-31-627-2","hnv-23","627","Neuenstadt a.K. - Langenbrettach - Öhringen Neuenstadt a. K. - Öhringen","3"
"hnv-31-627-3","hnv-15","627","Neuenstadt a.K. - Langenbrettach - Öhringen Neuenstadt a. K. - Öhringen","3"
"hnv-31-627-4","hnv-36","627","Neuenstadt a.K. - Langenbrettach - Öhringen Neuenstadt a. K. - Öhringen","3"
"hnv-31-628-1","hnv-15","628","Bad Friedrichshall - Hagenbach - Oedheim - Bad Friedrichshall","3"
"hnv-31-628-2","hnv-36","628","Bad Friedrichshall - Hagenbach - Oedheim - Bad Friedrichshall","3"
"hnv-31-630-1","hnv-25","630","Möckmühl - Widdern - Unterkessach - Leibenstadt - Korb - Möckmühl","3"
"hnv-31-631-1","hnv-12","631","Heilbronn - Erlenbach - Binswangen","3"
"hnv-31-632-1","hnv-12","632","Lehrensteinsfeld - Ellhofen - Grantschen - Wimmental","3"
"hnv-31-633-1","hnv-12","633","Hölzern - Eberstadt - Gellmersbach - Weinsberg","3"
"hnv-31-635-1","hnv-27","635","(Mainhardt) - Wüstenrot - Löwenstein - Willsbach","3"
"hnv-31-636-1","hnv-27","636","Rundverkehr Obersulm - Reisach - Lichtenstern - Obersulm","3"
"hnv-31-640-1","hnv-21","640","Beilstein - Auenstein - Untergruppenbach - Heilbronn","3"
"hnv-31-641-1","hnv-21","641","Beilstein - Ilsfeld - Flein - Heilbronn","3"
"hnv-31-642-1","hnv-21","642","Heilbronn - Untergruppenbach - Abstatt - Beilstein","3"
"hnv-31-644-1","hnv-21","644","Prevorst - Beilstein Teilorte - Beilstein (- Ilsfeld)","3"
"hnv-31-645-1","hnv-21","645","Obergruppenbach - Untergruppenbach - Happenbach - Unterheinriet - /Vorhof","3"
"hnv-31-646-1","hnv-21","646","Kichh.(N) - Neckarwesth. - Ilsfeld - Abstatt - Untergruppenb.","3"
"hnv-31-647-1","hnv-21","647","Untergruppenbach - Unterheinriet - Oberheinriet Lehrensteinsfeld - Ellhofen","3"
"hnv-31-648-1","hnv-21","648","Beilstein - Ilsfeld - Abstatt - Untergruppenbach","3"
"hnv-31-648H-1","hnv-21","648HN","Ilsfeld/Oberheinriet - Untergruppenbach - Heilbronn","3"
"hnv-31-649-1","hnv-21","649","Untergruppenbach - Flein - Talheim - Lauffen","3"
"hnv-31-651-1","hnv-21","651","Lauffen(N) - Neckarwestheim - Talheim - Flein - Heilbronn","3"
"hnv-31-652-1","hnv-21","652","City Bus Lauffen (N)","3"
"hnv-31-066-1","hnv-11","66","","3"
"hnv-31-660-1","hnv-15","660","Heilbronn - Nordheim - Nordhausen - Dürrenzimmern - Brackenheim","3"
"hnv-31-661-1","hnv-15","661","Heilbronn - Nordheim - Brackenheim - Güglingen - Ochsenburg","3"
"hnv-31-662-1","hnv-15","662","Heilbronn - Nordheim - Hausen - Brackenheim","3"
"hnv-31-663-1","hnv-15","663","Brackenheim - Botenheim - Cleebronn - Eibensbach - Güglingen","3"
"hnv-31-664-1","hnv-15","664","Lauffen - Hausen - Meimsheim - Brackenheim","3"
"hnv-31-665-1","hnv-15","665","Brackenheim - Neipperg - Stockheim - Güglingen","3"
"hnv-31-666-1","hnv-15","666","Brackenheim - Cleebronn - Bönnigheim - Freudental","3"
"hnv-31-667-1","hnv-15","667","Lauffen - Hausen - Dürrenzimmern - Brackenheim","3"
"hnv-31-668-1","hnv-15","668","Lauffen - Meimsheim - Brackenheim","3"
"hnv-31-669-1","hnv-15","669","(Heilbronn) - Lauffen - Nordheim - Nordhausen","3"
"hnv-31-067-1","hnv-11","67","","3"
"hnv-31-670-1","hnv-25","670","Klinikum Heilbronn - Frankenbach - Böllinger Höfe Biberach - Kirchhausen - Massenbach - Massenbachhausen","3"
"hnv-31-670-2","hnv-15","670","Brackenheim - Neipperg - Schwaigern","3"
"hnv-31-670A-1","hnv-25","670","Klinikum Heilbronn - Frankenbach - Böllinger Höfe Biberach - Kirchhausen - Massenbach - Massenbachhausen","3"
"hnv-31-671-1","hnv-12","671","Schwaigern - Massenbachhausen - Gemmingen - Stebbach","3"
"hnv-31-671-2","hnv-15","671","Schwaigern - Massenbachhausen - Gemmingen - Stebbach","3"
"hnv-31-672-1","hnv-22","672","(Michelbach) - Kleingartach - Niederhofen - Stetten - Schwaigern","3"
"hnv-31-672-2","hnv-15","672","Schwaigern - Stetten - Niederhofen - Kleingartach (- Michelbach)","3"
"hnv-31-673-1","hnv-25","673","Eppingen - Adelshofen (-Massenbachhausen - Massenbach)","3"
"hnv-31-673-2","hnv-35","673","Eppingen - Adelshofen - Richen","3"
"hnv-31-674-1","hnv-25","674","Kleingartach - Eppingen","3"
"hnv-31-674-2","hnv-35","674","Kleingartach - Eppingen","3"
"hnv-31-675-1","hnv-19","675","Eppingen Rohrbach - Landshausen - Elsenz","3"
"hnv-31-676-1","hnv-20","676","Eppingen - Mühlbach - Zaberfeld","3"
"hnv-31-676-2","hnv-35","676","Eppingen - Mühlbach - Zaberfeld","3"
"hnv-31-677-1","hnv-25","677","Leingarten - Massenbach - Massenbachhausen","3"
"hnv-31-677-2","hnv-15","677","Leingarten - Massenbach - Massenbachhausen - Kirchhausen","3"
"hnv-31-678-1","hnv-19","678","Schülerverkehr Eppingen","3"
"hnv-31-678-2","hnv-35","678","Bockschaft - Berwangen - Kirchardt - Eppingen","3"
"hnv-31-679-1","hnv-15","679","Nordheim - Leingarten","3"
"hnv-31-681-1","hnv-12","681","Bad Rappenau - Siegelsbach - Obergimpern - Hüffenhardt - Untergimpern - Neckarbischofsheim - Waibstadt","3"
"hnv-31-682-1","hnv-23","682","Heilbronn - Biberach - Gemmingen","3"
"hnv-31-683-1","hnv-23","683","Heilbronn - Kirchhausen - Gemmingen","3"
"hnv-31-684-1","hnv-23","684","Bad Wimpfen - Heinsheim - Zimmerhof - Bad Rappenau","3"
"hnv-31-685-1","hnv-23","685","Bad Rappenau - Bonfeld - Fürfeld - Treschklingen - Bad Rappenau","3"
"hnv-31-686-1","hnv-23","686","Bad Rappenau - Bonfeld - Gemmingen","3"
"hnv-31-688-1","hnv-23","688","Bad Wimpfen - Biberach (- Bonfeld)","3"
"hnv-31-689-1","hnv-23","689","Bad Wimpfen - Biberach - Bonfeld Fürfeld - Treschklingen -Bad Rappenau","3"
"hnv-31-691-1","hnv-12","691","Bad Friedrichshall - Plattenwald - Amorbach - Neckarsulm - Kaufland","3"
"hnv-31-691R-1","hnv-12","691R","Ringbus Kochendorf","3"
"hnv-31-692-1","hnv-12","692","Neckarsulm - Binswangen - Erlenbach - Weinsberg","3"
"hnv-31-694-1","hnv-12","694","AQUAtoll - ZOB/Ballei - Bf West - Obereisesheim - Untereisesheim - Bad Wimpfen Neckarsulm - Obereisesheim - Untereisesheim - (Bad Wimpfen)","3"
"hnv-31-695-1","hnv-12","695","Böllinger Höfe - Obereisesheim - Neckarsulm","3"
"hnv-31-007-1","hnv-11","7","Waldenburg Bf - Kupferzell - Haag - Gaisbach - Künzelsau","3"
"hnv-31-070-1","hnv-11","70","Waldzimmern - Neufels - Gaisbach - Haag - Kupferzell - Waldenburg Bf.","3"
"hnv-31-072-1","hnv-11","72","","3"
"hnv-31-077-1","hnv-11","77","","3"
"hnv-31-079-1","hnv-11","79","","3"
"hnv-31-008-1","hnv-11","8","","3"
"hnv-31-009-1","hnv-11","9","","3"
"hnv-31-090N-1","hnv-17","90","''City-Hopper'' Heilbronner Str. Süd - Einkaufszentrum - Marktplatz - ZOB/Ballei","3"
"hnv-31-090N-2","hnv-17","90","''City-Hopper'' ZOB/Ballei - Marktplatz - Einkaufszentrum - Heilbronner Str. Süd","3"
"hnv-31-091E-1","hnv-17","91E","Stadtbus Neckarsulm Schülerverkehr","3"
"hnv-31-091N-1","hnv-17","91","(Dahenfeld) - Amorbach - Realschule - ZOB/Ballei - Bf Ost","3"
"hnv-31-092E-1","hnv-17","92E","Stadtbus Neckarsulm Schülerverkehr","3"
